Name,Web,Regional_ranking,World_ranking,Impact_score,Openness_score,Excellence_core,Year
Université Setif 1 Ferhat Abbas Setif,www.univ-setif.dz,60,2961,9511,3681,2086,2015
Université de Bejaia,www.univ-bejaia.dz,61,2969,9835,2058,1997,2015
(1)  Université de Dschang ,www.univ-dschang.org,62,2972,3686,12511,2664,2015
Université de Tunis El Manar,www.utm.rnu.tn,63,2972,11275,6503,1123,2015
Ahmadu Bello University,www.abu.edu.ng,64,2999,8412,3165,2316,2015
Université Mohamed Khider Biskra,www.univ-biskra.dz,65,3006,8575,1540,2574,2015
University of Fort Hare,www.ufh.ac.za,66,3072,7154,6939,2210,2015
Durban University of Technology,www.dut.ac.za,67,3098,6559,4279,3252,2015
Al Akhawayn University Ifrane,www.aui.ma,68,3110,4062,4504,3656,2015
University of Khartoum,www.uofk.edu,69,3122,5149,99999,2157,2015
University of Port Harcourt,www.uniport.edu.ng,70,3129,4901,8078,3304,2015
Sudan University of Science & Technology,www.sustech.edu,71,3177,7633,1825,3140,2015
Université de Batna,www.univ-batna.dz,72,3191,8098,2511,2644,2015
University of Limpopo,www.ul.ac.za,73,3206,8519,3649,2220,2015
Mbarara University of Science & Technology,www.must.ac.ug,74,3213,7460,11330,2045,2015
Université Ibn Tofail Kénitra,www.univ-ibntofail.ac.ma,75,3219,10096,4789,2399,2015
German University in Cairo,www.guc.edu.eg,76,3227,7602,4115,2463,2015
Université Mouloud Mammeri de Tizi Ouzou,www.ummto.dz,77,3277,8999,2493,2508,2015
British University in Egypt,www.bue.edu.eg,78,3306,10369,5942,2133,2015
Université Abdelmalek Essaadi,www.uae.ma,79,3312,7748,6713,2417,2015
Sokoine University of Agriculture,www.suanet.ac.tz,80,3330,10374,5101,2351,2015
University of Agriculture Abeokuta,www.unaab.edu.ng,81,3354,8695,1741,2881,2015
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,www.univ-usto.dz,82,3367,10191,5178,2187,2015
University of Nigeria,unn.edu.ng,83,3367,6853,6713,2692,2015
Université Sidi Mohammed Ben Abdellah Fes,www.usmba.ac.ma,84,3384,9540,6689,2330,2015
Port Said University,www.psu.edu.eg,85,3498,9321,4691,2597,2015
(1)  Université Hassan II Mohammedia Casablanca,www.univh2m.ac.ma,86,3528,10240,5065,1840,2015
(1)  University of Zululand,www.uzulu.ac.za,87,3541,8582,4362,2983,2015
Jimma University,www.ju.edu.et,88,3611,7910,7798,2619,2015
Université de Sfax,www.uss.rnu.tn,89,3620,11532,13839,1045,2015
Federal University of Technology Akure,www.futa.edu.ng,90,3667,10222,2129,2766,2015
University of Benin,www.uniben.edu,91,3674,7367,5942,3140,2015
École Nationale Polytechnique d'Alger,www.enp.edu.dz,92,3681,8978,15210,2433,2015
Université d'Abomey-Calavi,www.uac.bj,93,3720,7543,8365,2908,2015
Université Badji Mokhtar de Annaba,www.univ-annaba.dz,94,3732,13102,3561,1840,2015
Université de Yaounde I,www.uy1.uninet.cm,95,3740,10991,10332,1543,2015
Mzumbe University,www.mzumbe.ac.tz,96,3934,1696,9332,5490,2015
University of Swaziland,www.uniswa.sz,97,3972,10127,1641,3048,2015
(1)  Muhimbili University of Health and Allied Sciences,www.muhas.ac.tz,98,3990,13991,6786,1720,2015
Université Saad Dahlab Blida,www.univ-blida.dz,99,4093,10424,8520,2243,2015
Université Chouaib Eddoukali,www.ucd.ac.ma,100,4144,9997,8812,2508,2015
University of Cape Town,www.uct.ac.za,1,323,508,264,262,2016
Stellenbosch University,www.sun.ac.za,2,473,780,547,465,2016
University of the Witwatersrand,www.wits.ac.za,3,547,1091,546,398,2016
University of Pretoria,www.up.ac.za,4,561,943,541,589,2016
Alexandria University,www.alexu.edu.eg,5,579,374,1242,907,2016
University of Kwazulu Natal,www.ukzn.ac.za,6,652,1383,651,529,2016
Cairo University,www.cu.edu.eg,7,693,1166,1012,602,2016
University of Nairobi,www.uonbi.ac.ke,8,728,494,959,1521,2016
University of the Western Cape,www.uwc.ac.za,9,855,1023,1228,1072,2016
University of Johannesburg,www.uj.ac.za,10,985,2662,706,788,2016
Makerere University,www.mak.ac.ug,11,1074,1965,2109,886,2016
Mansoura University,www.mans.edu.eg,12,1110,2417,1239,1008,2016
Rhodes University,www.ru.ac.za,13,1110,1618,989,1368,2016
American University in Cairo,www.aucegypt.edu,14,1167,1109,1214,1844,2016
University of South Africa,www.unisa.ac.za,15,1248,1849,1442,1697,2016
North West University,www.nwu.ac.za,16,1303,3031,1166,1094,2016
Benha University,www.bu.edu.eg,17,1316,1620,1774,1892,2016
Kafrelsheikh University,www.kfs.edu.eg,18,1357,2466,2375,1597,2016
University of Ibadan,www.ui.edu.ng,19,1366,1683,1602,1727,2016
University of the Free State,www.ufs.ac.za,20,1470,3974,1290,1275,2016
Ain Shams University,www.asu.edu.eg,21,1499,6213,1469,818,2016
University of Ghana,www.ug.edu.gh,22,1639,4143,1880,1444,2016
Assiut University,www.aun.edu.eg,23,1697,5608,1380,1300,2016
Zagazig University,www.zu.edu.eg,24,1697,5404,1881,1245,2016
Covenant University Ota,covenantuniversity.edu.ng,25,1723,1701,2150,2703,2016
Addis Ababa University,www.aau.edu.et,26,1784,5540,2002,1379,2016
University of Khartoum,www.uofk.edu,27,1797,3187,1837,2304,2016
Nelson Mandela Metropolitan University,www.nmmu.ac.za,28,1813,3572,1717,1828,2016
Kenyatta University,www.ku.ac.ke,29,1880,2713,1357,2848,2016
South Valley University,www.svu.edu.eg,30,1935,3624,2668,1969,2016
(1)  Université Mohammed Premier Oujda,webserver1.ump.ma,31,2034,6836,2765,1209,2016
Obafemi Awolowo University,www.oauife.edu.ng,32,2038,3246,2459,2551,2016
University of Dar Es Salaam,www.udsm.ac.tz,33,2054,4079,2922,2084,2016
Université Cadi Ayyad Marrakech,www.uca.ma,34,2075,8793,1633,1152,2016
Kwame Nkrumah University of Science & Technology,www.knust.edu.gh,35,2083,5584,1970,1965,2016
University of Tanta,www.tanta.edu.eg,36,2086,7583,1223,1521,2016
Université des Sciences et de la Technologie Houari Boumediene,www.usthb.dz,37,2099,5912,2953,1678,2016
Cape Peninsula University of Technology,www.cput.ac.za,38,2106,4898,2103,2203,2016
University of Zimbabwe,www.uz.ac.zw,39,2185,6481,2766,1877,2016
Minia University,www.minia.edu.eg,40,2188,8298,1347,1737,2016
Helwan University,www.helwan.edu.eg,41,2188,6280,2508,1824,2016
Sokoine University of Agriculture,www.suanet.ac.tz,42,2190,4728,2040,2461,2016
Tshwane University of Technology,www.tut.ac.za,43,2206,5986,2210,1789,2016
Université Abou Bekr Belkaid Tlemcen,www.univ-tlemcen.dz,44,2213,5622,2101,2385,2016
Al Azhar University,www.azhar.edu.eg,45,2223,5553,2889,1421,2016
Arab Academy for Science & Technology and Maritime Transport,www.aast.edu,46,2235,5470,2399,2340,2016
University of Lagos,www.unilag.edu.ng,47,2257,4691,2232,2538,2016
University of Botswana,www.ub.bw,48,2332,6470,2788,2059,2016
Minufiya University,www.menofia.edu.eg,49,2359,9273,1958,1609,2016
Universidade Eduardo Mondlane,www.uem.mz,50,2381,1637,4121,2487,2016
University of Nigeria,www.unn.edu.ng,51,2437,5739,1423,2824,2016
Moi University,www.mu.ac.ke,52,2441,4355,3932,2285,2016
Fayoum University,www.fayoum.edu.eg,53,2543,9838,2582,1755,2016
University of Mauritius,www.uom.ac.mu,54,2562,6794,1859,2564,2016
University of Zambia,www.unza.zm,55,2583,7754,3465,1974,2016
University of Ilorin,www.unilorin.edu.ng,56,2607,5583,2102,2961,2016
Université Cheikh Anta Diop de Dakar,www.ucad.sn,57,2616,2931,4121,2107,2016
Durban University of Technology,www.dut.ac.za,58,2662,6650,1501,3360,2016
University of Agriculture Abeokuta,www.unaab.edu.ng,59,2670,5337,2350,3145,2016
Université Djillali Liabes,www.univ-sba.dz,60,2675,4092,4121,1851,2016
Université Mohamed Khider Biskra,univ-biskra.dz,61,2691,8937,2470,2431,2016
British University in Egypt,www.bue.edu.eg,62,2691,10681,2356,2005,2016
Université de Bejaia,www.univ-bejaia.dz,63,2716,9931,2650,2027,2016
Jomo Kenyatta University of Agriculture and Technology,www.jkuat.ac.ke,64,2718,7283,2271,2862,2016
Ahmadu Bello University,abu.edu.ng,65,2736,8471,2358,2564,2016
Université d'Abomey-Calavi,www.uac.bj,66,2752,7442,3007,2417,2016
University of Namibia,www.unam.edu.na,67,2759,7756,2427,2744,2016
University of Fort Hare,www.ufh.ac.za,68,2794,7834,2428,2478,2016
Beni Suef University,www.bsu.edu.eg,69,2796,11545,1716,1723,2016
Federal University of Technology Owerri,www.futo.edu.ng,70,2866,2191,3402,3887,2016
Université d'Alger 1,www.univ-alger.dz,71,2894,1212,4121,3746,2016
German University in Cairo,www.guc.edu.eg,72,2894,7762,2149,2793,2016
University of Limpopo,www.ul.ac.za,73,2915,8931,2712,2417,2016
Université Chouaib Eddoukali,www.ucd.ac.ma,74,2916,5735,3593,2726,2016
Université Ibnou Zohr d'Agadir,www.uiz.ac.ma,75,2922,8570,3044,2314,2016
Jimma University,www.ju.edu.et,76,2948,7814,2874,2574,2016
Université de Ouagadougou,ceei.univ-ouaga.bf,77,2968,4178,4121,2487,2016
University of Benghazi (University of Garyounis),www.uob.edu.ly,78,2990,4422,3507,3116,2016
Suez Canal University,scuegypt.edu.eg,79,3019,9296,4121,1227,2016
Université Sidi Mohammed Ben Abdellah Fes,www.usmba.ac.ma,80,3055,9692,3371,2524,2016
École Nationale Polytechnique d'Alger,www.enp.edu.dz,81,3068,11068,2231,2574,2016
Université Constantine 1 (Ex Université Mentouri),www.umc.edu.dz,82,3088,5731,4121,2183,2016
Université de Batna,www.univ-batna.dz,83,3107,7978,3653,2901,2016
Federal University of Technology Minna,www.futminna.edu.ng,84,3118,7592,2667,3145,2016
Egypt Japan University of Science & Technology,ejust.edu.eg,85,3125,7828,2588,2862,2016
Université Kasdi Merbah Ouargla,www.univ-ouargla.dz,86,3139,4664,3959,3821,2016
University of Benin,www.uniben.edu,87,3144,6749,2688,3529,2016
Al Akhawayn University Ifrane,www.aui.ma,88,3150,5286,3070,3821,2016
Université Badji Mokhtar de Annaba,www.univ-annaba.dz,89,3154,12669,3030,1910,2016
Université d'Oran 1 Ahmed Ben Bella,www.univ-oran1.dz,90,3206,9394,3500,2574,2016
Port Said University,www.psu.edu.eg,91,3222,11390,2883,2564,2016
Université Hassiba Ben Bouali,www.univ-chlef.dz,92,3226,9696,3633,2914,2016
University of Port Harcourt,www.uniport.edu.ng,93,3233,6780,2179,3480,2016
Université de Tunis El Manar,www.utm.rnu.tn,94,3255,10987,4121,1044,2016
University of Cape Coast,ucc.edu.gh,95,3269,10080,2577,2939,2016
Federal University of Technology Akure,www.futa.edu.ng,96,3271,10075,2819,2914,2016
Muhimbili University of Health and Allied Sciences,www.muhas.ac.tz,97,3297,8354,4121,1904,2016
Mbarara University of Science and Technology,www.must.ac.ug,98,3319,5935,4121,2190,2016
Université de Jijel,www.univ-jijel.dz,99,3323,11369,3161,2478,2016
Université M'Hamed Bougara de Boumerdes,www.univ-boumerdes.dz,100,3331,9802,3895,2703,2016
University of Cape Town,www.uct.ac.za,1,303,467,257,264,2017
University of the Witwatersrand,www.wits.ac.za,2,471,865,489,393,2017
Stellenbosch University,www.sun.ac.za,3,475,761,504,465,2017
University of Pretoria,www.up.ac.za,4,545,828,552,542,2017
University of Kwazulu Natal,www.ukzn.ac.za,5,675,1564,646,495,2017
Cairo University,www.cu.edu.eg,6,743,1655,997,557,2017
University of the Western Cape,www.uwc.ac.za,7,930,1196,1089,1058,2017
University of Johannesburg,www.uj.ac.za,8,970,2680,669,708,2017
University of Ibadan,www.ui.edu.ng,9,1032,502,1767,1727,2017
Alexandria University,www.alexu.edu.eg,10,1130,2247,1432,886,2017
Rhodes University,www.ru.ac.za,11,1152,1507,1050,1351,2017
North West University,www.nwu.ac.za,12,1234,2727,1122,1017,2017
American University in Cairo,www.aucegypt.edu,13,1355,1213,1314,1847,2017
University of South Africa,www.unisa.ac.za,14,1368,1854,1495,1536,2017
Mansoura University,www.mans.edu.eg,15,1413,4064,1345,952,2017
Makerere University,www.mak.ac.ug,16,1486,1929,2388,910,2017
Ain Shams University,www.asu.edu.eg,17,1589,6533,1523,792,2017
University of the Free State,www.ufs.ac.za,18,1602,4119,1379,1266,2017
Moi University,www.mu.ac.ke,19,1755,1241,4032,2408,2017
Nelson Mandela Metropolitan University,www.nmmu.ac.za,20,1827,3835,1746,1680,2017
Assiut University,www.aun.edu.eg,21,1828,5994,1458,1264,2017
Benha University,www.bu.edu.eg,22,1857,4333,1955,1657,2017
Egerton University,www.egerton.ac.ke,23,1871,991,4014,2759,2017
Universidade Eduardo Mondlane,www.uem.mz,24,1899,978,7125,2504,2017
Zagazig University,www.zu.edu.eg,25,1903,6216,2184,1217,2017
Université Cadi Ayyad Marrakech,www.uca.ma,26,1994,8389,1849,1033,2017
Covenant University Ota,covenantuniversity.edu.ng,27,2037,2279,2403,2602,2017
University of Ghana,www.ug.edu.gh,28,2063,3782,1826,1385,2017
University of Dar Es Salaam,www.udsm.ac.tz,29,2098,4533,1830,2119,2017
University of Tanta,www.tanta.edu.eg,30,2164,7858,1327,1424,2017
University of Nigeria,www.unn.edu.ng,31,2221,3066,1416,2807,2017
Tshwane University of Technology,www.tut.ac.za,32,2231,6216,2137,1768,2017
Obafemi Awolowo University,www.oauife.edu.ng,33,2239,3825,2586,2285,2017
Addis Ababa University,www.aau.edu.et,34,2253,5007,1816,1361,2017
Kafrelsheikh University,www.kfs.edu.eg,35,2285,7268,2295,1542,2017
Al Azhar University,www.azhar.edu.eg,36,2315,7518,2727,1402,2017
Jimma University,www.ju.edu.et,37,2324,3171,3074,2615,2017
Helwan University,www.helwan.edu.eg,38,2339,6815,2745,1752,2017
Djillali Liabes university of Sidi Bel Abbes,www.univ-sba.dz,39,2341,6540,1989,1924,2017
Université des Sciences et de la Technologie Houari Boumediene,www.usthb.dz,40,2345,6742,2792,1785,2017
University of Zimbabwe,www.uz.ac.zw,41,2354,6374,3235,1951,2017
Muhimbili University of Health and Allied Sciences,www.muhas.ac.tz,42,2354,6566,2644,1832,2017
Cape Peninsula University of Technology,www.cput.ac.za,43,2387,4849,2421,2297,2017
Arab Academy for Science & Technology and Maritime Transport,www.aast.edu,44,2423,4360,2894,2448,2017
(1) Université Mohammed Premier Oujda,webserver1.ump.ma,45,2461,10935,3328,1106,2017
Minia University,www.minia.edu.eg,46,2464,8581,1585,1762,2017
Fayoum University,www.fayoum.edu.eg,47,2467,8458,3234,1536,2017
Suez Canal University,scuegypt.edu.eg,48,2496,8894,5510,1249,2017
Minufiya University,www.menofia.edu.eg,49,2512,8877,2267,1632,2017
Federal University of Technology Minna,www.futminna.edu.ng,50,2538,2927,3065,3093,2017
Kenyatta University,www.ku.ac.ke,51,2541,2595,1470,2712,2017
Université des Frères Mentouri Constantine 1 (Ex Université Mentouri),www.umc.edu.dz,52,2555,7325,2231,2243,2017
University of Botswana,www.ub.bw,53,2558,5789,3410,2359,2017
University of Mauritius,www.uom.ac.mu,54,2564,5834,2045,2486,2017
Kwame Nkrumah University of Science & Technology,www.knust.edu.gh,55,2568,5059,2104,1821,2017
Sokoine University of Agriculture,www.suanet.ac.tz,56,2591,7134,2333,2305,2017
University of Zambia,www.unza.zm,57,2648,8262,4215,1886,2017
Sohag University,www.sohag-univ.edu.eg,58,2660,10254,2713,1550,2017
Université Abou Bekr Belkaid Tlemcen,www.univ-tlemcen.dz,59,2682,7268,2549,2397,2017
South Valley University,www.svu.edu.eg,60,2689,8361,2513,2060,2017
University of Fort Hare,www.ufh.ac.za,61,2753,6488,2674,2557,2017
University of Lagos,www.unilag.edu.ng,62,2776,6349,2577,2637,2017
British University in Egypt,www.bue.edu.eg,63,2791,9949,2837,1832,2017
University of Khartoum,www.uofk.edu,64,2795,4647,1619,2448,2017
Beni Suef University,www.bsu.edu.eg,65,2820,11978,1906,1569,2017
German University in Cairo,www.guc.edu.eg,66,2849,6634,2049,2691,2017
Jomo Kenyatta University of Agriculture and Technology,www.jkuat.ac.ke,67,2860,6734,2622,2807,2017
Université de Bejaia,www.univ-bejaia.dz,68,2862,10423,2404,2027,2017
Université Mohammed V de Rabat,www.um5.ac.ma,69,2873,12121,7034,1027,2017
Université Cheikh Anta Diop de Dakar,www.ucad.sn,70,2895,3867,9491,2081,2017
Université Kasdi Merbah Ouargla,www.univ-ouargla.dz,71,2955,2453,5029,3843,2017
Ahmadu Bello University,abu.edu.ng,72,2980,8428,2733,2523,2017
Université Mohamed Khider Biskra,univ-biskra.dz,73,3003,8810,2881,2602,2017
Mbarara University of Science and Technology,www.must.ac.ug,74,3020,7321,5822,2243,2017
Université d'Abomey-Calavi,www.uac.bj,75,3027,8761,3780,2476,2017
University of Limpopo,www.ul.ac.za,76,3036,8440,3338,2486,2017
(1) Université de Dschang,www.univ-dschang.org,77,3062,7973,3350,2420,2017
Durban University of Technology,www.dut.ac.za,78,3084,5717,1692,3415,2017
Université Setif 1 Ferhat Abbas Setif,www.univ-setif.dz,79,3109,10765,3109,2272,2017
Université de Yaounde I,www.uy1.uninet.cm,80,3157,11663,4293,1609,2017
Université Ibnou Zohr d'Agadir,www.uiz.ac.ma,81,3168,9860,3681,2329,2017
Université de Ouagadougou,www.univ-ouaga.bf,82,3173,7224,4767,2588,2017
Université Badji Mokhtar de Annaba,www.univ-annaba.dz,83,3174,12267,3270,1957,2017
University of Cape Coast,ucc.edu.gh,84,3177,9306,2607,2759,2017
University of Agriculture Abeokuta,www.unaab.edu.ng,85,3192,6533,2763,3349,2017
University of Ilorin,www.unilorin.edu.ng,86,3225,7176,2129,3303,2017
Université de Tunis El Manar,www.utm.rnu.tn,87,3240,10723,9491,1082,2017
Al Akhawayn University Ifrane,www.aui.ma,88,3255,4530,4164,3674,2017
École Nationale Polytechnique d'Alger,www.enp.edu.dz,89,3255,11416,2365,2448,2017
Université Sidi Mohammed Ben Abdellah Fes,www.usmba.ac.ma,90,3280,9833,3982,2523,2017
University of Namibia,www.unam.edu.na,91,3320,6850,2106,2726,2017
Egypt Japan University of Science & Technology,ejust.edu.eg,92,3326,10011,2952,2504,2017
Université Mouloud Mammeri de Tizi Ouzou,www.ummto.dz,93,3340,9718,4003,2712,2017
Université d'Oran 1 Ahmed Ben Bella,www.univ-oran1.dz,94,3349,10045,4581,2504,2017
Federal University of Technology Akure,www.futa.edu.ng,95,3365,9344,3253,2914,2017
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,www.univ-usto.dz,96,3374,10811,3807,2557,2017
University of Venda,www.univen.ac.za,97,3381,9066,2706,3038,2017
National University of Science & Technology,www.nust.ac.zw,98,3389,3644,4130,4168,2017
Mekelle University,www.mu.edu.et,99,3401,10216,4222,2615,2017
Université de Sfax,www.uss.rnu.tn,100,3419,11796,9491,901,2017
University of Cape Town,www.uct.ac.za,1,282,406,226,249,2018
University of the Witwatersrand,www.wits.ac.za,2,446,752,456,374,2018
Stellenbosch University,www.sun.ac.za,3,455,707,575,464,2018
University of Pretoria,www.up.ac.za,4,491,722,462,488,2018
University of Kwazulu Natal,www.ukzn.ac.za,5,612,1263,585,471,2018
Cairo University,www.cu.edu.eg,6,760,1744,887,545,2018
University of Johannesburg,www.uj.ac.za,7,850,2260,601,616,2018
University of Nairobi,www.uonbi.ac.ke,8,853,652,1074,1578,2018
University of the Western Cape,www.uwc.ac.za,9,942,1250,970,1066,2018
North West University,www.nwu.ac.za,10,1038,1987,1088,920,2018
University of South Africa,www.unisa.ac.za,11,1071,1153,1539,1324,2018
University of Ibadan,www.ui.edu.ng,12,1076,844,1391,1683,2018
Rhodes University,www.ru.ac.za,13,1088,1330,1049,1324,2018
Makerere University,www.mak.ac.ug,14,1118,2130,2461,928,2018
Alexandria University,www.alexu.edu.eg,15,1139,2450,1429,884,2018
Mansoura University,www.mans.edu.eg,16,1289,3390,1237,927,2018
American University in Cairo,www.aucegypt.edu,17,1323,1155,1165,1885,2018
Ain Shams University,www.asu.edu.eg,18,1394,5034,1356,759,2018
Kenyatta University,www.ku.ac.ke,19,1456,792,1360,2759,2018
Addis Ababa University,www.aau.edu.et,20,1499,3035,1938,1298,2018
University of Ghana,www.ug.edu.gh,21,1515,3295,1717,1320,2018
University of the Free State,www.ufs.ac.za,22,1530,3752,1295,1210,2018
Egerton University,www.egerton.ac.ke,23,1715,618,4330,2894,2018
Jimma University,www.ju.edu.et,24,1741,1042,2877,2547,2018
Benha University,www.bu.edu.eg,25,1767,3989,1986,1501,2018
University of Dar Es Salaam,www.udsm.ac.tz,26,1777,2339,1982,2192,2018
University of Zimbabwe,www.uz.ac.zw,27,1788,2470,3278,1879,2018
Université des Frères Mentouri Constantine 1 (Ex Université Mentouri),www.umc.edu.dz,28,1792,2946,1586,2081,2018
Assiut University,www.aun.edu.eg,29,1815,5477,1541,1250,2018
Université Mohammed V de Rabat,www.um5.ac.ma,30,1831,9446,573,872,2018
Moi University,www.mu.ac.ke,31,1873,2114,2275,2300,2018
Kwame Nkrumah University of Science & Technology,www.knust.edu.gh,32,1933,4757,2172,1675,2018
Zagazig University,www.zu.edu.eg,33,1938,6132,2211,1241,2018
Université Cadi Ayyad Marrakech,www.uca.ma,34,1938,7866,1863,983,2018
University of Fort Hare,www.ufh.ac.za,35,2088,2088,2435,2595,2018
University of Tanta,www.tanta.edu.eg,36,2139,7832,1316,1339,2018
University of Nigeria,www.unn.edu.ng,37,2189,3435,1491,2538,2018
Tshwane University of Technology,www.tut.ac.za,38,2215,5895,1808,1669,2018
Obafemi Awolowo University,www.oauife.edu.ng,39,2232,3791,2523,2227,2018
University of Khartoum,www.uofk.edu,40,2246,4685,1622,2331,2018
Al Azhar University,www.azhar.edu.eg,41,2249,7105,2446,1445,2018
Covenant University Ota,covenantuniversity.edu.ng,42,2253,3152,2516,2595,2018
Helwan University,www.helwan.edu.eg,43,2264,6620,2214,1578,2018
Mbarara University of Science and Technology,www.must.ac.ug,44,2311,3064,4892,2223,2018
Université des Sciences et de la Technologie Houari Boumediene,www.usthb.dz,45,2316,6635,2855,1675,2018
Durban University of Technology,www.dut.ac.za,46,2331,4656,1685,2245,2018
Université Mohammed Premier Oujda,webserver1.ump.ma,47,2353,9943,2476,1057,2018
Nelson Mandela University,www.mandela.ac.za,48,2356,6823,2205,1675,2018
Cape Peninsula University of Technology,www.cput.ac.za,49,2408,4096,2528,2434,2018
Arab Academy for Science & Technology and Maritime Transport,www.aast.edu,50,2463,4073,2913,2482,2018
Suez Canal University,scuegypt.edu.eg,51,2474,7450,5955,1271,2018
Université de Batna,www.univ-batna.dz,52,2496,2373,4289,3093,2018
Minufiya University,www.menofia.edu.eg,53,2557,9061,1884,1595,2018
Kafrelsheikh University,www.kfs.edu.eg,54,2571,8444,1621,1802,2018
Fayoum University,www.fayoum.edu.eg,55,2576,8800,2859,1576,2018
Minia University,www.minia.edu.eg,56,2578,8851,1442,1743,2018
University of Mauritius,www.uom.ac.mu,57,2596,5642,2006,2514,2018
Djillali Liabes university of Sidi Bel Abbes,www.univ-sba.dz,58,2602,8323,2098,1863,2018
Université Abou Bekr Belkaid Tlemcen,www.univ-tlemcen.dz,59,2626,5728,2597,2498,2018
Muhimbili University of Health and Allied Sciences,web.muhas.ac.tz,60,2638,8439,2402,1917,2018
Ahmadu Bello University,abu.edu.ng,61,2650,6135,2926,2340,2018
University of Lagos,unilag.edu.ng,62,2673,5367,2751,2514,2018
Jomo Kenyatta University of Agriculture and Technology,www.jkuat.ac.ke,63,2673,5326,2615,2642,2018
University of Botswana,www.ub.bw,64,2688,5600,2844,2547,2018
British University in Egypt,www.bue.edu.eg,65,2782,9345,2479,1733,2018
Beni Suef University,www.bsu.edu.eg,66,2808,11840,1764,1430,2018
University of Ilorin,www.unilorin.edu.ng,67,2850,6340,1859,2710,2018
South Valley University,www.svu.edu.eg,68,2853,8342,2483,2162,2018
German University in Cairo,www.guc.edu.eg,69,2859,6482,2207,2615,2018
Université de Bejaia,www.univ-bejaia.dz,70,2878,9762,2485,2073,2018
University of Port Harcourt,www.uniport.edu.ng,71,2897,3609,2580,3473,2018
Aswan University,www.aswu.edu.eg,72,2943,7714,3035,2365,2018
Université Cheikh Anta Diop de Dakar,www.ucad.sn,73,2973,3718,10778,2020,2018
University of Limpopo,www.ul.ac.za,74,2983,7777,3177,2434,2018
Université d'Abomey Calavi,www.uac.bj,75,3000,9153,3184,2387,2018
Université Sidi Mohammed Ben Abdellah Fes,www.usmba.ac.ma,76,3026,8951,3013,2316,2018
Université Mohamed Khider Biskra,univ-biskra.dz,77,3046,8413,3000,2642,2018
Federal University of Technology Minna,www.futminna.edu.ng,78,3067,6302,2901,3076,2018
Federal University of Technology Akure,www.futa.edu.ng,79,3098,8514,2622,2626,2018
University of Cape Coast,ucc.edu.gh,80,3100,8615,2626,2729,2018
Université Setif 1 Ferhat Abbas Setif,www.univ-setif.dz,81,3119,10005,2902,2353,2018
Université Kasdi Merbah Ouargla,www.univ-ouargla.dz,82,3135,3159,4298,4076,2018
University of Rwanda,www.ur.ac.rw,83,3159,7051,6270,2655,2018
Université Hassan II de Casablanca,www.univh2c.ma,84,3167,15047,4470,1102,2018
Zewail City of Science and Technology,www.zewailcity.edu.eg,85,3172,12209,695,2112,2018
University of Malawi,www.unima.mw,86,3187,7863,9815,1612,2018
Al Akhawayn University Ifrane,www.aui.ma,87,3218,4391,4142,3686,2018
Université Ibnou Zohr d'Agadir,www.uiz.ac.ma,88,3220,10400,3248,2227,2018
Sokoine University of Agriculture,www.sua.ac.tz,89,3252,11809,2351,2340,2018
Mekelle University,www.mu.edu.et,90,3301,10094,3885,2353,2018
Université Badji Mokhtar de Annaba,www.univ-annaba.dz,91,3343,12259,3280,2073,2018
University of Venda,www.univen.ac.za,92,3348,8620,2397,2962,2018
University of Zambia,www.unza.zm,93,3395,14760,3181,1874,2018
École Nationale Polytechnique d'Alger,www.enp.edu.dz,94,3399,10882,2337,2626,2018
Université Mouloud Mammeri de Tizi Ouzou,www.ummto.dz,95,3415,9269,4324,2759,2018
Université de Tunis El Manar,www.utm.rnu.tn,96,3427,10578,10778,1082,2018
Université de Ouagadougou,www.univ-ouaga.bf,97,3429,8811,4404,2595,2018
Egypt Japan University of Science & Technology,ejust.edu.eg,98,3472,10873,2675,2445,2018
Université des Sciences et de la Technologie d'Oran Mohamed Boudiaf,www.univ-usto.dz,99,3475,10514,3977,2611,2018
Université de Jijel,www.univ-jijel.dz,100,3495,11766,3578,2400,2018
University of Cape Town,www.uct.ac.za,1,274,407,210,253,2019
University of the Witwatersrand,www.wits.ac.za,2,437,789,465,359,2019
Stellenbosch University,www.sun.ac.za,3,450,706,400,449,2019
University of Pretoria,www.up.ac.za,4,485,710,508,494,2019
Cairo University,cu.edu.eg,5,602,1021,783,523,2019
University of Kwazulu Natal,www.ukzn.ac.za,6,624,1401,558,464,2019
University of Johannesburg,www.uj.ac.za,7,826,2268,768,566,2019
University of South Africa,www.unisa.ac.za,8,966,1252,1087,1120,2019
University of the Western Cape,www.uwc.ac.za,9,968,1433,913,1056,2019
University of Nairobi,www.uonbi.ac.ke,10,987,1028,881,1612,2019
North West University,www.nwu.ac.za,11,1083,2778,873,889,2019
Alexandria University,www.alexu.edu.eg,12,1092,2935,945,839,2019
Rhodes University,www.ru.ac.za,13,1098,1373,1018,1343,2019
Makerere University,www.mak.ac.ug,14,1129,2435,1862,976,2019
American University in Cairo,www.aucegypt.edu,15,1204,1011,1156,1835,2019
University of Ghana,www.ug.edu.gh,16,1209,2247,1242,1269,2019
University of Ibadan,www.ui.edu.ng,17,1233,1508,1234,1566,2019
Mansoura University,www.mans.edu.eg,18,1248,4141,813,875,2019
