Name,Web,Regional_ranking,World_ranking,Impact_score,Openness_score,Excellence_core,Year
Mahidol University,www.mahidol.ac.th,48,299,277,106,586,2015
Southeast University China / 东南大学,www.seu.edu.cn,49,301,295,1994,220,2015
Weizmann Institute of Science,www.weizmann.ac.il,50,307,680,658,264,2015
University of Tsukuba / 筑波大学,www.tsukuba.ac.jp,51,316,497,223,315,2015
University of Electronic Science & Technology of China / 电子科技大学,www.uestc.edu.cn,52,325,179,2214,377,2015
City University of Hong Kong,www.cityu.edu.hk,53,331,672,693,173,2015
South China University of Technology / 华南理工大学,www.scut.edu.cn,54,343,215,6525,232,2015
Tokyo Institute of Technology / 東京工業大学,www.titech.ac.jp,55,357,910,432,224,2015
Nankai University / 南开大学,www.nankai.edu.cn,56,359,328,3100,303,2015
Tehran University of Medical Sciences,www.tums.ac.ir,57,364,272,601,571,2015
Shanghai University / 上海大学,www.shu.edu.cn,58,366,234,2521,414,2015
Kasetsart University,www.ku.ac.th,59,372,183,56,1185,2015
Hiroshima University / 広島大学,www.hiroshima-u.ac.jp,60,376,633,283,376,2015
Pohang University of Science & Technology / 포항공과대학교,www.postech.ac.kr,61,379,570,1839,290,2015
National Taiwan Normal University,www.ntnu.edu.tw,62,380,311,89,882,2015
Tianjin University / 天津大学,www.tju.edu.cn,63,381,485,2930,311,2015
China Agricultural University / 中国农业大学,www.cau.edu.cn,64,400,265,4147,468,2015
(1)  Sungkyunkwan University / 성균관대학교,www.skku.ac.kr,65,403,816,3275,199,2015
National Chung Cheng University,www.ccu.edu.tw,66,407,151,705,838,2015
(1)  Kyungpook (Kyungbook) National University / 경북대학교,www.knu.ac.kr,67,409,402,1886,419,2015
Chongqing University / 重庆大学,www.cqu.edu.cn,68,412,244,5871,373,2015
Chulalongkorn University,www.chula.ac.th,69,422,548,50,594,2015
Xidian University / 西安电子科技大学,www.xidian.edu.cn,70,423,278,3666,429,2015
University of Tehran,www.ut.ac.ir,71,427,683,975,360,2015
Nanjing University of Aeronautics & Astronautics / 南京航空航天大学,www.nuaa.edu.cn,72,435,347,3001,424,2015
Istanbul University,www.istanbul.edu.tr,73,439,759,435,638,2015
National Chengchi University,www.nccu.edu.tw,74,455,166,102,1247,2015
University of Malaya,www.um.edu.my,75,461,1158,250,380,2015
Fuzhou University / 福州大学,www.fzu.edu.cn,76,461,237,5659,600,2015
Khon Kaen University,www.kku.ac.th,77,466,251,194,1016,2015
Chung Ang University / 중앙대학교,www.cau.ac.kr,78,467,220,4094,696,2015
Pusan National University (Miryang) / 부산대학교,www.pusan.ac.kr,79,477,468,3347,470,2015
Tamkang University,www.tku.edu.tw,80,478,370,200,878,2015
Chiang Mai University,www.cmu.ac.th,81,481,421,11,903,2015
Kobe University / 神戸大学,www.kobe-u.ac.jp,82,482,1005,253,449,2015
Jiangnan University (Southern Yangtze University) / 江南大学,www.jiangnan.edu.cn,83,489,327,2095,652,2015
Middle East Technical University / Orta Doğu Teknik Üniversitesi,www.metu.edu.tr,84,490,902,536,487,2015
China Medical University Taiwan,www.cmu.edu.tw,85,493,839,577,501,2015
East China University of Science & Technology / 华东理工大学,www.ecust.edu.cn,86,494,701,3855,342,2015
(1)  Kyung Hee University / 경희대학교,www.khu.ac.kr,87,498,932,2038,366,2015
National Sun Yat Sen University,www.nsysu.edu.tw,88,499,827,620,549,2015
Chonnam National University (Yosu) / 전남대학교,www.jnu.ac.kr,89,510,663,2422,467,2015
Universiti Teknologi Malaysia,www.utm.my,90,517,1471,164,526,2015
Soochow University Taiwan,www.scu.edu.tw,91,517,1159,939,339,2015
Northeastern University China / 东北大学,www.neu.edu.cn,92,519,502,4473,455,2015
Ben Gurion University of the Negev,www.bgu.ac.il,93,520,1227,373,383,2015
Universiti Sains Malaysia,www.usm.my,94,522,1090,569,422,2015
Waseda University / 早稲田大学,www.waseda.jp,95,525,906,500,450,2015
National Chung Hsing University,www.nchu.edu.tw,96,527,1072,271,510,2015
South China Normal University / 华南师范大学,www.scnu.edu.cn,97,531,399,3818,670,2015
Donghua University / 东华大学,www.dhu.edu.cn,98,540,381,4448,589,2015
Southwest Jiaotong University / 西南交通大学,www.swjtu.edu.cn,99,541,270,5523,670,2015
Bar Ilan University,www.biu.ac.il,100,545,1147,677,516,2015
Zhejiang University (National Che Kiang University) / 浙江大学,www.zju.edu.cn,1,34,36,97,41,2016
Peking University / 北京大学,www.pku.edu.cn,2,38,65,111,23,2016
Tsinghua University / 清华大学,www.tsinghua.edu.cn,3,42,60,91,19,2016
University of Tokyo / 東京大学,www.u-tokyo.ac.jp,4,56,104,160,27,2016
National Taiwan University,www.ntu.edu.tw,5,64,76,170,106,2016
National University of Singapore,www.nus.edu.sg,6,68,133,35,29,2016
Shanghai Jiao Tong University / 上海交通大学,www.sjtu.edu.cn,7,70,103,202,61,2016
Nanyang Technological University,www.ntu.edu.sg,8,72,100,128,47,2016
(1)  Seoul National University / 서울대학교,www.snu.ac.kr,9,75,143,37,68,2016
University of Science & Technology of China / 中国科学技术大学,www.ustc.edu.cn,10,76,63,213,109,2016
Huazhong University of Science & Technology / 华中科技大学,www.hust.edu.cn,11,79,77,184,111,2016
Shandong University / 山东大学,www.sdu.edu.cn,12,87,51,232,161,2016
University of Hong Kong,www.hku.hk,13,94,107,99,119,2016
Jilin University / 吉林大学,www.jlu.edu.cn,14,101,61,320,175,2016
Kyoto University / 京都大学,www.kyoto-u.ac.jp,15,105,207,123,77,2016
National Chiao Tung University,www.nctu.edu.tw,16,112,81,157,302,2016
(1)  Korea Advanced Institute of Science & Technology KAIST,www.kaist.ac.kr,17,121,175,82,164,2016
Chinese University of Hong Kong,www.cuhk.edu.hk,18,148,233,161,143,2016
Harbin Institute of Technology / 哈尔滨工业大学,www.hit.edu.cn,19,165,242,223,124,2016
Southeast University / 东南大学,www.seu.edu.cn,20,191,221,140,184,2016
(1)  Yonsei University / 연세대학교,www.yonsei.ac.kr,21,193,381,81,153,2016
Hong Kong Polytechnic University,www.polyu.edu.hk,22,199,289,204,150,2016
Hebrew University of Jerusalem,www.huji.ac.il,23,204,267,113,238,2016
National Cheng Kung University,www.ncku.edu.tw,24,209,237,334,278,2016
University of Electronic Science & Technology of China / 电子科技大学,www.uestc.edu.cn,25,210,120,376,364,2016
Osaka University / 大阪大学,www.osaka-u.ac.jp,26,212,431,215,113,2016
Tel Aviv University,www.tau.ac.il,27,216,320,174,163,2016
Sichuan University / 四川大学,www.scu.edu.cn,28,218,278,333,185,2016
Hong Kong University of Science & Technology,www.ust.hk,29,231,332,92,236,2016
City University of Hong Kong,www.cityu.edu.hk,30,239,377,75,167,2016
(1)  Korea University / 고려대학교,www.korea.ac.kr,31,245,500,60,179,2016
Beihang University (Beijing University of Aeronautics and Astronautics) / 北京航空航天大学,www.buaa.edu.cn,32,246,210,404,249,2016
Tohoku University / 東北大学,www.tohoku.ac.jp,33,257,515,398,122,2016
Northeastern University China / 东北大学,www.neu.edu.cn,34,261,155,389,432,2016
Nagoya University / 名古屋大学,www.nagoya-u.ac.jp,35,266,415,323,198,2016
Lanzhou University / 兰州大学,www.lzu.edu.cn,36,278,201,517,365,2016
Dalian University of Technology / 大连理工大学,www.dlut.edu.cn,37,279,354,335,195,2016
National Tsing Hua University Taiwan,www.nthu.edu.tw,38,287,367,288,324,2016
Keio University / 慶応義塾大学,www.keio.ac.jp,39,294,247,681,391,2016
Shenzhen University / 深圳大学,www.szu.edu.cn,40,296,67,531,852,2016
Beijing Institute of Technology / 北京理工大学,www.bit.edu.cn,41,300,213,435,375,2016
Kyushu University / 九州大学,www.kyushu-u.ac.jp,42,308,459,508,248,2016
Mahidol University,www.mahidol.ac.th,43,310,122,858,663,2016
Hanyang University / 한양대학교,www.hanyang.ac.kr,44,310,477,382,309,2016
Hokkaido University / 北海道大学,www.hokudai.ac.jp,45,316,479,434,266,2016
King Saud University,ksu.edu.sa,46,328,420,830,279,2016
Weizmann Institute of Science,www.weizmann.ac.il,47,329,552,163,276,2016
National Central University,www.ncu.edu.tw,48,335,403,218,462,2016
China University of Geosciences / 中国地质大学,www.cug.edu.cn,49,335,244,582,399,2016
Tokyo Institute of Technology / 東京工業大学,www.titech.ac.jp,50,342,644,267,247,2016
Technion Israel Institute of Technology,www.technion.ac.il,51,345,608,284,245,2016
Kasetsart University,www.ku.ac.th,52,347,45,1680,1182,2016
South China University of Technology / 华南理工大学,www.scut.edu.cn,53,353,490,378,215,2016
University of Tsukuba / 筑波大学,www.tsukuba.ac.jp,54,359,418,733,343,2016
China Agricultural University / 中国农业大学,www.cau.edu.cn,55,366,360,239,418,2016
(1)  Sungkyunkwan University / 성균관대학교,www.skku.edu,56,374,998,93,186,2016
Jinan University / 暨南大学,www.jnu.edu.cn,57,379,137,595,752,2016
Pohang University of Science & Technology / 포항공과대학교,www.postech.ac.kr,58,388,597,301,322,2016
Soochow University / 苏州大学,www.suda.edu.cn,59,390,578,200,281,2016
Pusan National University (Miryang) / 부산대학교,www.pusan.ac.kr,60,392,469,88,477,2016
(1)  Kyungpook (Kyungbook) National University / 경북대학교,www.knu.ac.kr,61,397,442,440,441,2016
(1)  Kyung Hee University / 경희대학교,www.khu.ac.kr,62,402,617,377,366,2016
University of Malaya,www.um.edu.my,63,404,631,549,305,2016
Chulalongkorn University,www.chula.ac.th,64,407,309,766,627,2016
University of Tehran,ut.ac.ir,65,411,511,791,370,2016
Tehran University of Medical Sciences,www.tums.ac.ir,66,421,388,623,560,2016
Nanjing University of Science & Technology / 南京理工大学,www.njust.edu.cn,67,423,371,330,502,2016
China University of Petroleum / 中国石油大学,www.upc.edu.cn,68,430,283,1151,564,2016
Shanghai University / 上海大学,www.shu.edu.cn,69,436,618,359,417,2016
National Taiwan Normal University,www.ntnu.edu.tw,70,442,230,500,941,2016
East China University of Science & Technology / 华东理工大学,www.ecust.edu.cn,71,446,653,442,337,2016
Tamkang University,www.tku.edu.tw,72,448,254,599,984,2016
Hiroshima University / 広島大学,www.hiroshima-u.ac.jp,73,463,654,700,410,2016
Universiti Sains Malaysia,www.usm.my,74,467,781,400,438,2016
Nanjing Agricultural University / 南京农业大学,www.njau.edu.cn,75,469,433,304,610,2016
Fuzhou University / 福州大学,www.fzu.edu.cn,76,484,449,669,582,2016
Universiti Teknologi Malaysia,www.utm.my,77,490,914,664,427,2016
Istanbul Technical University / İstanbul Teknik Üniversitesi,www.itu.edu.tr,78,491,543,649,570,2016
Zhengzhou University / 郑州大学,www.zzu.edu.cn,79,494,325,1127,627,2016
National Sun Yat Sen University,www.nsysu.edu.tw,80,496,621,625,577,2016
Kobe University / 神戸大学,www.kobe-u.ac.jp,81,502,765,720,480,2016
Indian Institute of Science Bangalore,www.iisc.ernet.in,82,503,1045,347,420,2016
Donghua University / 东华大学,www.dhu.edu.cn,83,508,345,1178,605,2016
Indian Institute of Technology Bombay,www.iitb.ac.in,84,511,609,468,585,2016
Hunan University / 湖南大学,www.hnu.edu.cn,85,516,689,467,379,2016
Waseda University / 早稲田大学,www.waseda.jp,86,531,636,550,489,2016
University of Science & Technology Beijing / 北京科技大学,www.ustb.edu.cn,87,532,623,982,443,2016
Ben Gurion University of the Negev,www.bgu.ac.il,88,532,953,593,389,2016
(1)  Southwest University / 西南大学,www.swu.edu.cn,89,538,520,842,620,2016
Northwest A & F University / 西北农林科技大学,www.nwsuaf.edu.cn,90,538,430,714,683,2016
Hong Kong Baptist University,www.hkbu.edu.hk,91,540,717,610,578,2016
Middle East Technical University / Orta Doğu Teknik Üniversitesi,www.metu.edu.tr,92,548,679,820,509,2016
National Chung Hsing University,www.nchu.edu.tw,93,549,963,340,593,2016
Beijing University of Chemical Technology / 北京化工大学 ,www.buct.edu.cn,94,552,697,654,482,2016
National Yang Ming University,web.ym.edu.tw,95,553,661,872,523,2016
(1)  Beijing (Northern) Jiaotong University / 北京交通大学,www.bjtu.edu.cn,96,554,871,321,515,2016
Tunghai University,www.thu.edu.tw,97,555,149,815,1489,2016
University of Haifa,www.haifa.ac.il,98,555,600,613,686,2016
Beijing University of Technology (Beijing Polytechnic University) / 北京工业大学 ,www.bjut.edu.cn,99,559,451,446,682,2016
Beijing University of Posts and Telecommunications / 北京邮电大学,www.bupt.edu.cn,100,562,657,504,506,2016
University of Tokyo / 東京大学,www.u-tokyo.ac.jp,1,43,61,135,33,2017
Tsinghua University / 清华大学,www.tsinghua.edu.cn,2,45,95,189,16,2017
Peking University / 北京大学,www.pku.edu.cn,3,47,86,233,21,2017
National University of Singapore,www.nus.edu.sg,4,53,107,66,27,2017
Kyoto University / 京都大学,www.kyoto-u.ac.jp,5,81,106,220,90,2017
Zhejiang University (National Che Kiang University) / 浙江大学,www.zju.edu.cn,6,84,199,279,43,2017
(1) Seoul National University / 서울대학교,www.snu.ac.kr,7,85,172,90,69,2017
National Taiwan University,www.ntu.edu.tw,8,86,113,175,118,2017
Shanghai Jiao Tong University / 上海交通大学,www.sjtu.edu.cn,9,91,156,406,60,2017
University of Hong Kong,www.hku.hk,10,94,139,103,97,2017
Fudan University (Shanghai Medical University) / 复旦大学,www.fudan.edu.cn,11,94,121,317,86,2017
University of Science & Technology of China / 中国科学技术大学,www.ustc.edu.cn,12,104,128,390,101,2017
Nanyang Technological University,www.ntu.edu.sg,13,118,356,172,48,2017
Shandong University / 山东大学,www.sdu.edu.cn,14,137,115,517,158,2017
Chinese University of Hong Kong,www.cuhk.edu.hk,15,139,194,159,144,2017
Nanjing University / 南京大学,www.nju.edu.cn,16,150,221,295,111,2017
Tongji University / 同济大学,www.tongji.edu.cn,17,163,129,601,183,2017
Osaka University / 大阪大学,www.osaka-u.ac.jp,18,167,246,211,138,2017
(2) Tel Aviv University,www.tau.ac.il,19,169,263,177,141,2017
(1) Korea Advanced Institute of Science & Technology KAIST,www.kaist.ac.kr,20,172,209,333,180,2017
Harbin Institute of Technology / 哈尔滨工业大学,www.hit.edu.cn,21,173,255,275,120,2017
Wuhan University / 武汉大学,www.whu.edu.cn,22,175,159,466,184,2017
Sun Yat Sen University (Zhongshan University) / 中山大学,www.sysu.edu.cn,23,181,273,549,125,2017
Tohoku University / 東北大学,www.tohoku.ac.jp,24,184,282,364,146,2017
Huazhong University of Science & Technology / 华中科技大学,www.hust.edu.cn,25,189,368,478,98,2017
Hebrew University of Jerusalem,www.huji.ac.il,26,195,225,124,263,2017
Hong Kong University of Science & Technology,www.ust.hk,27,198,257,153,225,2017
City University of Hong Kong,www.cityu.edu.hk,28,202,371,154,167,2017
Xi'An Jiaotong University / 西安交通大学,www.xjtu.edu.cn,29,202,342,280,162,2017
Nagoya University / 名古屋大学,www.nagoya-u.ac.jp,30,219,268,316,215,2017
(1) Yonsei University / 연세대학교,www.yonsei.ac.kr,31,222,415,252,171,2017
Hong Kong Polytechnic University,www.polyu.edu.hk,32,224,391,221,168,2017
Beihang University (Beijing University of Aeronautics and Astronautics) / 北京航空航天大学,www.buaa.edu.cn,33,240,223,568,239,2017
(1) Korea University / 고려대학교,www.korea.ac.kr,34,240,464,104,187,2017
National Chiao Tung University,www.nctu.edu.tw,35,253,184,359,383,2017
Sichuan University / 四川大学,www.scu.edu.cn,36,255,378,539,174,2017
Kyushu University / 九州大学,www.kyushu-u.ac.jp,37,259,348,396,247,2017
National Cheng Kung University,www.ncku.edu.tw,38,264,262,534,319,2017
Hokkaido University / 北海道大学,www.hokudai.ac.jp,39,264,285,418,291,2017
Jilin University / 吉林大学,www.jlu.edu.cn,40,266,528,565,169,2017
Xiamen University / 厦门大学,www.xmu.edu.cn,41,270,295,594,269,2017
Keio University / 慶応義塾大学,www.keio.ac.jp,42,271,157,512,401,2017
Technion Israel Institute of Technology,www.technion.ac.il,43,281,436,230,255,2017
Dalian University of Technology / 大连理工大学,www.dlut.edu.cn,44,288,366,776,204,2017
Beijing Normal University / 北京师范大学,www.bnu.edu.cn,45,289,340,500,257,2017
National Tsing Hua University Taiwan,www.nthu.edu.tw,46,294,264,532,359,2017
Southeast University / 东南大学,www.seu.edu.cn,47,297,505,511,190,2017
Tokyo Institute of Technology / 東京工業大学,www.titech.ac.jp,48,301,449,223,271,2017
Weizmann Institute of Science,www.weizmann.ac.il,49,301,457,108,294,2017
Central South University (Zhongnan University) / 中南大学,www.csu.edu.cn,50,304,454,785,196,2017
Lanzhou University / 兰州大学,www.lzu.edu.cn,51,321,242,851,369,2017
University of Tsukuba / 筑波大学,www.tsukuba.ac.jp,52,323,304,731,361,2017
Tianjin University / 天津大学,www.tju.edu.cn,53,326,574,501,213,2017
Chongqing University / 重庆大学,www.cqu.edu.cn,54,362,394,733,331,2017
China University of Geosciences Wuhan / 中国地质大学,www.cug.edu.cn,55,364,251,1112,380,2017
Nankai University / 南开大学,www.nankai.edu.cn,56,367,560,702,261,2017
Soochow University / 苏州大学,www.suda.edu.cn,57,372,731,325,241,2017
South China University of Technology / 华南理工大学,www.scut.edu.cn,58,376,786,701,189,2017
Hanyang University / 한양대학교,www.hanyang.ac.kr,59,384,703,438,316,2017
Shanghai University / 上海大学,www.shu.edu.cn,60,390,420,623,430,2017
East China Normal University / 华东师范大学,www.ecnu.edu.cn,61,407,458,736,446,2017
University of Electronic Science & Technology of China / 电子科技大学,www.uestc.edu.cn,62,411,666,628,348,2017
(1) Sungkyunkwan University / 성균관대학교,www.skku.edu,63,413,1363,303,188,2017
Hiroshima University / 広島大学,www.hiroshima-u.ac.jp,64,416,497,696,456,2017
University of Malaya,www.um.edu.my,65,418,1071,551,228,2017
King Saud University,ksu.edu.sa,66,428,910,1035,254,2017
Beijing Institute of Technology / 北京理工大学,www.bit.edu.cn,67,430,712,672,359,2017
National Central University / 國立中央大學,www.ncu.edu.tw,68,432,575,340,508,2017
Xidian University / 西安电子科技大学,www.xidian.edu.cn,69,438,539,707,435,2017
Hefei University of Technology / 合肥工业大学,www.hfut.edu.cn,70,438,201,1320,618,2017
(3) Peking University Health Science Center (Beijing Medical University) / 北京大学医学部,www.bjmu.edu.cn,71,443,546,1289,378,2017
Beijing University of Chemical Technology / 北京化工大学,www.buct.edu.cn,72,446,501,723,440,2017
Kobe University / 神戸大学,www.kobe-u.ac.jp,73,449,547,789,471,2017
Ben Gurion University of the Negev,www.bgu.ac.il,74,450,733,600,400,2017
Waseda University / 早稲田大学,www.waseda.jp,75,453,550,643,502,2017
East China University of Science & Technology / 华东理工大学,www.ecust.edu.cn,76,458,811,795,338,2017
Nanjing University of Aeronautics & Astronautics / 南京航空航天大学,www.nuaa.edu.cn,77,463,633,703,455,2017
Pohang University of Science & Technology / 포항공과대학교,www.postech.ac.kr,78,463,1024,586,343,2017
China Agricultural University / 中国农业大学,www.cau.edu.cn,79,463,651,775,418,2017
National Sun Yat Sen University,www.nsysu.edu.tw,80,474,485,514,644,2017
Northeast Normal University / 东北师范大学,www.nenu.edu.cn,81,480,195,1755,665,2017
Nanjing University of Science & Technology / 南京理工大学,www.njust.edu.cn,82,484,571,936,466,2017
Central China Normal University / 华中师范大学,www.ccnu.edu.cn,83,485,254,1322,672,2017
Wuhan University of Technology / 武汉理工大学,www.whut.edu.cn,84,489,443,1240,536,2017
Hong Kong Baptist University,www.hkbu.edu.hk,85,502,591,610,582,2017
Jinan University / 暨南大学,www.jnu.edu.cn,86,511,278,1693,703,2017
Tehran University of Medical Sciences,www.tums.ac.ir,87,511,859,442,509,2017
China University of Petroleum / 中国石油大学,www.upc.edu.cn,88,514,471,1565,497,2017
China University of Mining & Technology / 中国矿业大学,www.cumt.edu.cn,89,516,579,1541,472,2017
(1) Kyungpook (Kyungbook) National University / 경북대학교,www.knu.ac.kr,90,517,858,764,451,2017
Harbin Engineering University / 哈尔滨工程大学,www.hrbeu.edu.cn,91,517,298,1449,664,2017
University of Tehran,ut.ac.ir,92,532,1297,807,363,2017
King Abdulaziz University,www.kau.edu.sa,93,534,2180,902,166,2017
Middle East Technical University / Orta Doğu Teknik Üniversitesi,www.metu.edu.tr,94,534,682,843,554,2017
Pusan National University (Miryang) / 부산대학교,www.pusan.ac.kr,95,536,981,310,479,2017
Northeastern University China / 东北大学,www.neu.edu.cn,96,538,775,996,454,2017
University of Science & Technology Beijing / 北京科技大学,www.ustb.edu.cn,97,541,816,1067,422,2017
Bar Ilan University,www.biu.ac.il,98,543,945,307,536,2017
Northwestern Polytechnical University / 西北工业大学,www.nwpu.edu.cn,99,547,972,848,407,2017
Nanjing Agricultural University / 南京农业大学,www.njau.edu.cn,100,548,717,528,569,2017
Tsinghua University / 清华大学,www.tsinghua.edu.cn,1,43,79,178,14,2018
University of Hong Kong,www.hku.hk,2,44,126,93,5,2018
National University of Singapore,www.nus.edu.sg,3,51,101,67,29,2018
Peking University / 北京大学,www.pku.edu.cn,4,52,99,258,17,2018
University of Tokyo / 東京大学,www.u-tokyo.ac.jp,5,58,87,336,40,2018
Zhejiang University (National Che Kiang University) / 浙江大学,www.zju.edu.cn,6,85,187,245,44,2018
Shanghai Jiao Tong University / 上海交通大学,www.sjtu.edu.cn,7,87,148,351,38,2018
National Taiwan University,www.ntu.edu.tw,8,94,130,159,134,2018
Kyoto University / 京都大学,www.kyoto-u.ac.jp,9,101,144,214,86,2018
(1) Seoul National University / 서울대학교,www.snu.ac.kr,10,104,246,63,75,2018
Fudan University (Shanghai Medical University) / 复旦大学,www.fudan.edu.cn,11,115,151,341,81,2018
Nanyang Technological University,www.ntu.edu.sg,12,118,288,153,49,2018
University of Science & Technology of China / 中国科学技术大学,www.ustc.edu.cn,13,119,188,287,99,2018
Chinese University of Hong Kong,www.cuhk.edu.hk,14,132,191,143,132,2018
(2) Tel Aviv University,www.tau.ac.il,15,141,250,193,133,2018
Nanjing University / 南京大学,www.nju.edu.cn,16,168,275,276,107,2018
Osaka University / 大阪大学,www.osaka-u.ac.jp,17,172,301,160,144,2018
Wuhan University / 武汉大学,www.whu.edu.cn,18,174,206,365,159,2018
Huazhong University of Science & Technology / 华中科技大学,www.hust.edu.cn,19,177,347,397,82,2018
Hong Kong University of Science & Technology,www.ust.hk,20,181,212,154,223,2018
Hebrew University of Jerusalem,www.huji.ac.il,21,192,215,130,274,2018
(1) Korea Advanced Institute of Science & Technology KAIST,www.kaist.ac.kr,22,194,251,361,199,2018
Harbin Institute of Technology / 哈尔滨工业大学,www.hit.edu.cn,23,195,372,273,114,2018
Shandong University / 山东大学,www.sdu.edu.cn,24,197,329,260,145,2018
City University of Hong Kong,www.cityu.edu.hk,25,200,298,115,176,2018
Sun Yat Sen University (Zhongshan University) / 中山大学,www.sysu.edu.cn,26,203,348,467,111,2018
Xi'An Jiaotong University / 西安交通大学,www.xjtu.edu.cn,27,205,350,262,138,2018
Tohoku University / 東北大学,www.tohoku.ac.jp,28,210,380,335,161,2018
Hong Kong Polytechnic University,www.polyu.edu.hk,29,225,355,207,172,2018
Tongji University / 同济大学,www.tongji.edu.cn,30,233,353,558,152,2018
(1) Yonsei University / 연세대학교,www.yonsei.ac.kr,31,242,497,300,180,2018
Nagoya University / 名古屋大学,www.nagoya-u.ac.jp,32,244,360,179,227,2018
Xiamen University / 厦门大学,www.xmu.edu.cn,33,247,287,532,255,2018
National Chiao Tung University,www.nctu.edu.tw,34,255,196,285,432,2018
Sichuan University / 四川大学,www.scu.edu.cn,35,257,422,539,155,2018
Tianjin University / 天津大学,www.tju.edu.cn,36,261,466,421,147,2018
Technion Israel Institute of Technology,www.technion.ac.il,37,273,377,225,260,2018
Southeast University / 东南大学,www.seu.edu.cn,38,277,471,389,173,2018
Beijing Normal University / 北京师范大学,www.bnu.edu.cn,39,278,345,444,236,2018
National Tsing Hua University Taiwan,www.nthu.edu.tw,40,279,229,509,374,2018
(1) Korea University / 고려대학교,www.korea.ac.kr,41,281,587,135,189,2018
Jilin University / 吉林大学,www.jlu.edu.cn,42,286,470,571,165,2018
National Cheng Kung University,web.ncku.edu.tw,43,288,295,446,371,2018
Nankai University / 南开大学,www.nankai.edu.cn,44,289,440,420,198,2018
Kyushu University / 九州大学,www.kyushu-u.ac.jp,45,292,404,383,242,2018
Beihang University (Beijing University of Aeronautics and Astronautics) / 北京航空航天大学,www.buaa.edu.cn,46,296,425,541,211,2018
Tokyo Institute of Technology / 東京工業大学,www.titech.ac.jp,47,301,480,95,285,2018
Weizmann Institute of Science,www.weizmann.ac.il,48,304,420,121,308,2018
Hokkaido University / 北海道大学,www.hokudai.ac.jp,49,305,368,366,314,2018
Central South University (Zhongnan University) / 中南大学,www.csu.edu.cn,50,309,550,592,169,2018
Keio University / 慶応義塾大学,www.keio.ac.jp,51,310,220,637,400,2018
South China University of Technology / 华南理工大学,www.scut.edu.cn,52,336,654,515,167,2018
University of Tsukuba / 筑波大学,www.tsukuba.ac.jp,53,337,346,470,364,2018
Lanzhou University / 兰州大学,www.lzu.edu.cn,54,348,333,615,359,2018
Dalian University of Technology / 大连理工大学,www.dlut.edu.cn,55,353,530,964,212,2018
Soochow University / 苏州大学,www.suda.edu.cn,56,357,690,309,218,2018
Beijing Institute of Technology / 北京理工大学,www.bit.edu.cn,57,382,552,632,326,2018
Chongqing University / 重庆大学,www.cqu.edu.cn,58,383,601,549,300,2018
University of Tehran,ut.ac.ir,59,390,729,625,327,2018
University of Malaya,www.um.edu.my,60,399,1027,404,196,2018
East China Normal University / 华东师范大学,www.ecnu.edu.cn,61,403,424,694,431,2018
Hanyang University / 한양대학교,www.hanyang.ac.kr,62,411,790,354,324,2018
Ben Gurion University of the Negev,www.bgu.ac.il,63,416,564,528,399,2018
King Saud University,ksu.edu.sa,64,420,863,835,244,2018
China Agricultural University / 中国农业大学,www.cau.edu.cn,65,430,565,685,397,2018
Hiroshima University / 広島大学,www.hiroshima-u.ac.jp,66,442,539,711,482,2018
(1) Sungkyunkwan University / 성균관대학교,www.skku.edu,67,443,1418,316,192,2018
Shanghai University / 上海大学,www.shu.edu.cn,68,445,647,535,411,2018
East China University of Science & Technology / 华东理工大学,www.ecust.edu.cn,69,446,751,590,358,2018
China University of Geosciences / 中国地质大学,www.cug.edu.cn,70,450,670,995,352,2018
Pohang University of Science & Technology / 포항공과대학교,www.postech.ac.kr,71,451,793,557,377,2018
(1) University of Chinese Academy of Sciences / 中国科学院大学,www.ucas.ac.cn,72,452,2465,1034,45,2018
Northwestern Polytechnical University / 西北工业大学,www.nwpu.edu.cn,73,456,730,812,369,2018
Xidian University / 西安电子科技大学,www.xidian.edu.cn,74,459,650,712,414,2018
Waseda University / 早稲田大学,www.waseda.jp,75,460,559,552,517,2018
Kobe University / 神戸大学,www.kobe-u.ac.jp,76,461,612,650,469,2018
Hong Kong Baptist University,www.hkbu.edu.hk,77,461,432,624,585,2018
University of Science & Technology Beijing / 北京科技大学,www.ustb.edu.cn,78,465,679,918,394,2018
National Central University / 國立中央大學,www.ncu.edu.tw,79,468,598,373,552,2018
National Sun Yat Sen University,www.nsysu.edu.tw,80,474,430,491,701,2018
Nanjing University of Aeronautics & Astronautics / 南京航空航天大学,www.nuaa.edu.cn,81,480,683,705,428,2018
King Abdulaziz University,www.kau.edu.sa,82,484,1960,702,122,2018
Middle East Technical University / Orta Doğu Teknik Üniversitesi,www.metu.edu.tr,83,494,475,900,578,2018
Indian Institute of Technology Bombay,www.iitb.ac.in,84,502,642,428,562,2018
Northeastern University China / 东北大学,www.neu.edu.cn,85,510,731,866,436,2018
National Yang Ming University,web.ym.edu.tw,86,514,576,857,555,2018
(1) Kyungpook (Kyungbook) National University / 경북대학교,www.knu.ac.kr,87,515,1013,223,453,2018
Chulalongkorn University,www.chula.ac.th,88,517,553,827,612,2018
Beijing University of Chemical Technology / 北京化工大学,www.buct.edu.cn,89,521,764,703,438,2018
Pusan National University (Miryang) / 부산대학교,www.pusan.ac.kr,90,522,778,546,483,2018
Bar Ilan University,www.biu.ac.il,91,526,840,330,531,2018
