Name,Web,Regional_ranking,World_ranking,Impact_score,Openness_score,Excellence_core
Institut Supérieur des Etudes Technologiques ISET Charguia,http://www.isetch.rnu.tn/,1412,25641,25542,5963,6683
Tobruk University,https://tu.edu.ly/,1413,25641,25542,5963,6683
Woldia University,https://www.wldu.edu.et/,1414,25641,25542,5963,6683
GAGE University College,https://gagecollege.net/,1415,25641,25542,5963,6683
Libyan Institute for Advanced Studies,https://liasinstitute.com/,1416,25641,25542,5963,6683
Ecole Nationale Supérieure de Journalisme et des Sciences de l’Information d'Alger,http://ensjsi.dz/,1417,25745,25652,5963,6683
École Supérieure d’Electricité du Bâtiment et des Travaux Publics,https://www.esebat.com/,1418,25745,25652,5963,6683
Akperan Orshi College of Agriculture Yandev,https://www.aocay.edu.ng/,1419,25745,25652,5963,6683
Ankole Western University,https://awu.ac.ug/,1420,25745,25652,5963,6683
King Ceasor University,http://kcu.ac.ug/,1421,25745,25652,5963,6683
Institut National Supérieur des Arts et de l'Action Culturelle,https://insaac.edu.ci/,1422,25745,25652,5963,6683
Instituto Superior de Ciências da Educação de Luanda,http://isced.ed.ao/,1423,25745,25652,5963,6683
Trinity University,http://trinityuniversity.edu.zm/,1424,25745,25652,5963,6683
Unity University College,https://www.uuc.edu.et/,1425,25745,25652,5963,6683
(3) Université de Gafsa Faculté des Sciences de Gafsa,http://www.fsgf.rnu.tn/,1426,25860,25772,5963,6683
(3) Haramaya University Haramaya Institute of Technology,https://www.hit.edu.et/,1427,25860,25772,5963,6683
Federal College of Education Kano,http://fcekano.edu.ng/,1428,25860,25772,5963,6683
Academy of Engineering and Medical Sciences Khartoum,http://aems.edu.sd/,1429,25860,25772,5963,6683
Universidade Privada de Angola,https://upra.co.ao/,1430,25860,25772,5963,6683
Hormuud University,http://hu.edu.so/,1431,25860,25772,5963,6683
Cornerstone Training Institute Nairobi,http://www.cornerstoneti.com/,1432,25860,25772,5963,6683
CPU College,http://cpucollege.com/,1433,25980,25895,5963,6683
Haute Ecole de Commerce et de Management,http://hecm-afrique.net/,1434,25980,25895,5963,6683
Bakht Alruda University,http://www.uofb.edu.sd/,1435,25980,25895,5963,6683
Sennar University,http://uofs.edu.sd/,1436,25980,25895,5963,6683
AllOver Central Polytechnic,https://www.alloverpoly.com.ng/,1437,25980,25895,5963,6683
Ecole nationale d’Administration de journalisme et de magistrature ENAJM,http://www.enajm.mr/,1438,25980,25895,5963,6683
Institution of Ecumenical Education Enugu,https://www.ieceenugu.edu.ng/,1439,25980,25895,5963,6683
Raf International University,https://riu.ac.ke/,1440,26098,26014,5963,6683
Imperial School of Business and Science,https://isbs.ac.bw/,1441,26098,26014,5963,6683
Institut Supérieur de Théologie de Tunis,http://www.isth.rnu.tn/,1442,26098,26014,5963,6683
Université Montplaisir Tunis,http://www.umt.ens.tn/,1443,26098,26014,5963,6683
University of Technology and Arts of Byumba,http://utab.ac.rw/,1444,26098,26014,5963,6683
AUNA Tunis University,http://auna.com.tn/,1445,26098,26014,5963,6683
(3) Université de Carthage Ecole Supérieure de Technologie et d'Informatique à Carthage,http://www.enicarthage.rnu.tn/,1446,26098,26014,5963,6683
École Supérieure d'Ingénierie en Sciences Appliquées ESISA,https://www.esisa.ac.ma/,1447,26098,26014,5963,6683
Ecole Supérieure des Sciences Appliquées et de la Technologie Privée de Gabès,http://www.essat-gabes.com/,1448,26098,26014,5963,6683
(4) OTC,http://otc.bf/,1449,26224,26142,5963,6683
Institut Supérieur des Etudes Technologiques ISET Ksar Hellal,http://www.isetkh.rnu.tn/,1450,26224,26142,5963,6683
(3) Université de Sousse Institut Supérieur de Finance et de Fiscalité de Sousse,http://www.isffs.rnu.tn/,1451,26224,26142,5963,6683
(3) Université de Carthage Institut supérieur des sciences appliquées et de technologie de Mateur,http://www.issatm.rnu.tn/,1452,26224,26142,5963,6683
Josiah Kibira University College,http://www.jokuco.ac.tz/,1453,26224,26142,5963,6683
Eldoret Aviation Training Institute Eldoret,https://www.eati.ac.ke/,1454,26224,26142,5963,6683
East African University Rwanda,http://eaur.ac.rw/,1455,26224,26142,5963,6683
College of Education Agbor,http://www.mycoeagbor.com/,1456,26224,26142,5963,6683
University of Blue Nile,http://www.uobn.edu.sd/,1457,26224,26142,5963,6683
Ecole Supérieure du Bâtiment BATISUP,https://www.batisup.com/,1458,26224,26142,5963,6683
University of Albutana,https://www.albutana.edu.sd/,1459,26337,26263,5963,6683
Centre des études Supérieures d'Ingénierie et de Management Privé CESIM,http://www.cesim.ma/,1460,26337,26263,5963,6683
Christian University of Rwanda,https://www.chur.ac.rw/,1461,26337,26263,5963,6683
Star College of Management Sciences Nairobi,https://starcollege.ac.ke/,1462,26337,26263,5963,6683
Institut Superieur Polytechnique de Madagascar,http://ispm-edu.com/,1463,26337,26263,5963,6683
Maganjo Institute of Career Education,http://maganjoinstitute.com/,1464,26337,26263,5963,6683
Malawi College of Accountancy,http://mca.ac.mw/,1465,26337,26263,5963,6683
National Mathematical Centre,https://www.nmc.edu.ng/,1466,26337,26263,5963,6683
Harvard Institute of Development Studies Thika,http://www.havardinst.ac.ke/,1467,26461,26396,5963,6683
(1) Bright Star University,https://bsu.edu.ly/,1468,26461,26396,5963,6683
Instituto Superior de Ciências Sociais e Relações Internacionais,https://www.cis-edu.org/,1469,26461,26396,5963,6683
Ethiopian Graduate School of Theology,https://egst.edu.et/,1470,26461,26396,5963,6683
Ecole Superieure d'Ingénieurs Privée de Gafsa,https://esip.tn/,1471,26461,26396,5963,6683
Institut Supérieur du Transport et de la Logistique ISTL,http://istl.ma/,1472,26461,26396,5963,6683
(3) Université de Sousse Faculté des Lettres et des Sciences Humaines de Sousse,http://www.fls.rnu.tn/,1473,26588,26524,5963,6683
Greenbridge School of Open Technologies,https://www.greenbridge.ug/,1474,26588,26524,5963,6683
HiLCoE School of Computer Science and Technology College,https://www.hilcoe.net/,1475,26588,26524,5963,6683
Ramat Polytechnic Maiduguri,https://www.ramatpoly.edu.ng/,1476,26588,26524,5963,6683
Red Sea University Bosaso,https://rsu.edu.so/,1477,26588,26524,5963,6683
University of Burao,https://uob-edu.net/,1478,26588,26524,5963,6683
Victoria Falls University of Technology,http://www.vfu.ac.zm/,1479,26588,26524,5963,6683
École Supérieure de Tourisme et de Technologie Hôtelière Privée,https://www.e-tourisme.ma/,1480,26588,26524,5963,6683
École Centrale des Logiciels Libres et de Télécommunications EC2LT Dakar,https://www.ec2lt.sn/,1481,26588,26524,5963,6683
École des Hautes Etudes de Biotechnologie et de Santé Privée EHEB,http://www.eheb.ma/,1482,26588,26524,5963,6683
Ecole Supérieure Privée des Technologies d'Informatique et de Management ESTIM Senegal,http://www.estim.sn/,1483,26588,26524,5963,6683
Ecole Supérieure Privée des Technologies d'Informatique et de Management ESTIM Tunisie,http://www.estim.tn/,1484,26588,26524,5963,6683
Ibanda University,https://ibandauniversity.ac.ug/,1485,26588,26524,5963,6683
Institut Supérieur des Etudes Technologiques ISET Gafsa,http://www.isetgf.rnu.tn/,1486,26588,26524,5963,6683
Institut Supérieur des Métiers de l’Audiovisuel,http://w3.isma-benin.org/,1487,26588,26524,5963,6683
(3) Université de Monastir Institut supérieur des sciences appliquées et de technologie de Mahdia,http://www.issatmh.rnu.tn/,1488,26588,26524,5963,6683
Universite de Ndjamena,https://www.universite-ndjamena.td/,1489,26734,30094,5963,5999
Institut des Hautes Etudes à Sousse,http://www.ihes.ens.tn/,1490,26736,26674,5963,6683
Institut Supérieur des Etudes Technologiques ISET'COM,https://www.isetcom.tn/,1491,26736,26674,5963,6683
Institut Supérieur d'Informatique Programmation et Analyse,http://www.isipa.cd/,1492,26736,26674,5963,6683
Instituto Superior Politécnico de Manica,http://www.ispm.ac.mz/,1493,26736,26674,5963,6683
Instituto Universitário da Educação,http://www.iue.edu.cv/,1494,26736,26674,5963,6683
Gombe State College Health Sciences and Technology Kaltungo,http://chstkaltungo.edu.ng/,1495,26736,26674,5963,6683
Manicaland State University of Applied Sciences,http://www.msuas.ac.zw/,1496,26736,26674,5963,6683
École Supérieure d'Ingénierie de la santé et de Management de Projets ESISMP,http://esismp.com/,1497,26736,26674,5963,6683
École Supérieure de Psychologie ESP,https://psychosup.net/,1498,26736,26674,5963,6683
(3) Université de Monastir Faculté des Sciences Économiques et de Gestion de Mahdia,http://www.fsegma.rnu.tn/,1499,26736,26674,5963,6683
École des Hautes Etudes Comptables et Financières HECF,http://hecfsup.com/,1500,26736,26674,5963,6683
Stafford University,http://suu.ac.ug/,1501,26736,26674,5963,6683
Merowe University of Technology,http://merowe.edu.sd/,1502,26853,26795,5963,6683
Université du Lac Tanganyika,https://ult.bi/,1503,26853,26795,5963,6683
Berea Technical College,https://www.btc.edu.za/,1504,26853,26795,5963,6683
College of Electrical and Electronic Technology Benghazi,http://www.ceet.edu.ly/,1505,26853,26795,5963,6683
Christian Reformed Theological Seminary,http://www.cgts.co.za/,1506,26853,26795,5963,6683
Covenant Polytechnic Aba,http://www.covenantpolytechnic.com/,1507,26853,26795,5963,6683
Institut Supérieur des Etudes Technologiques ISET Siliana,http://www.isetsl.rnu.tn/,1508,26853,26795,5963,6683
University of Barotseland,https://www.ubl.edu.zm/,1509,26853,26795,5963,6683
Gregory University Uturu,http://gregoryuniversity.edu.ng/,1510,26853,26795,5963,6683
Axial International College Uganda,http://axial.co.ug/,1511,26982,26925,5963,6683
St John Vianney Seminary,http://sjv.ac.za/,1512,26982,26925,5963,6683
Marondera University of Agricultural Sciences and Technology MUAST,https://muast.ac.zw/,1513,26982,26925,5963,6683
Universidade Jean Piaget de Moçambique,http://unipiaget.ac.mz/,1514,26982,26925,5963,6683
Instituts Superieurs de Formation des Maitres,http://www.disfm.rnu.tn/,1515,26982,26925,5963,6683
ESPAM University,http://espamformationuc.org/,1516,26982,26925,5963,6683
École Supérieure Privée d'Ingenierie et de Technologie Avancée,https://www.espita.ens.tn/,1517,26982,26925,5963,6683
Temple Gate Polytechnic,https://templegatepolytechnic.com/,1518,26982,26925,5963,6683
Institut Supérieur des Etudes Technologiques ISET Jendouba,http://www.isetj.rnu.tn/,1519,26982,26925,5963,6683
Institut Supérieur des Etudes Technologiques ISET Kef,http://www.isetkf.rnu.tn/,1520,26982,26925,5963,6683
(3) Université de Gabès Institut Supérieur des Langues de Gabès,http://www.islgb.rnu.tn/,1521,26982,26925,5963,6683
(3) Université de Tunis el Manar Institut Supérieur des Sciences Biologiques Appliquées,http://www.issbat.rnu.tn/,1522,26982,26925,5963,6683
College of Electronic Technology-Bani Walid,https://www.ar.cetb.edu.ly/,1523,27108,27474,5878,6683
Jobkey University,https://jobkey.edu.so/,1524,27115,27059,5963,6683
Maakhir University,http://maakhiruniversity.net/,1525,27115,27059,5963,6683
Seychelles Polytechnic,http://www.seypoly.edu.sc/,1526,27115,27059,5963,6683
Universidade Lueji A'Nkonde,http://www.ulan.ed.ao/,1527,27115,27059,5963,6683
Université des Lettres et des Sciences Humaines de Bamako ULSHB,http://ulshb.edu.ml/,1528,27115,27059,5963,6683
Université de Maroua,http://www.univ-maroua.cm/,1529,27115,27059,5963,6683
Millennium University,https://www.mu.ac.mw/,1530,27115,27059,5963,6683
National Polytechnic Bamenda (National Polytechnic Bambui),https://npbedu.org/,1531,27115,27059,5963,6683
École Supérieure de Communication et de Publicité Com'Sup,http://comsup.ma/,1532,27115,27059,5963,6683
Université Protestante au Congo,https://upc.ac.cd/,1533,27115,27059,5963,6683
Tanzania Business School,https://www.tbs.ac.tz/,1534,27115,27059,5963,6683
Defence Engineering College,https://www.dec.edu.et/,1535,27115,27059,5963,6683
Daeyang University,http://www.dyuni.ac.mw/,1536,27115,27059,5963,6683
Ecole Supérieure Polytechnique Internationale Privée de Sfax,http://www.espin-ens.com/,1537,27115,27059,5963,6683
École Supérieure des Sciences Appliquées d'Alger,http://www.essa-alger.edu.dz/,1538,27115,27059,5963,6683
Federal College of Education Pankshin,http://www.fcepankshin.edu.ng/,1539,27115,27059,5963,6683
Institut Supérieur des Etudes Technologiques ISET Mahdia,http://www.isetma.rnu.tn/,1540,27115,27059,5963,6683
(3) Université de Carthage Institut Supérieur des Etudes Touristique de Sidi Dhrif,http://www.ihet.rnu.tn/,1541,27245,27190,5963,6683
International Leadership Institute,http://www.ili.edu.et/,1542,27245,27190,5963,6683
Indian Ocean University Mogadishu,https://www.iou.edu.so/,1543,27245,27190,5963,6683
(3) Université de Gafsa Institut Supérieur d'Administration des Entreprises de Gafsa,http://www.isaeg.rnu.tn/,1544,27245,27190,5963,6683
(3) Université de Jendouba Institut Supérieur d'études Appliquées en Humanité Le Kef,http://www.iseahkf.rnu.tn/,1545,27245,27190,5963,6683
Institut Supérieur des Etudes Technologiques ISET Zaghouan,http://www.isetzg.rnu.tn/,1546,27245,27190,5963,6683
"(3) Université de Carthage Institut supérieur des technologies de l'environnement, de l'urbanisme et du bâtiment",http://www.isteub.rnu.tn/,1547,27245,27190,5963,6683
(3) Université de Sousse Institut Supérieur du Transport et de la Logistique de Sousse,http://www.istls.rnu.tn/,1548,27245,27190,5963,6683
South African Institute of Management,http://saim.co.za/,1549,27245,27190,5963,6683
Université de Ngozi,http://univ-ngozi.bi/,1550,27245,27190,5963,6683
Catholic University of Rwanda,http://www.cur.ac.rw/,1551,27245,27190,5963,6683
Eastern Polytechnic,https://easternpolytechnic.edu.sl/,1552,27245,27190,5963,6683
École Supérieure d'Economie d'Oran,https://ese-oran.dz/,1553,27245,27190,5963,6683
Institut Europeen d'Electronique et d'Informatique Maroc,https://www.eurelec.ma/,1554,27245,27190,5963,6683
White Nile University,http://www.wnu.edu.sd/,1555,27245,27190,5963,6683
Supershine University,https://supershineuniversity.net/,1556,27245,27190,5963,6683
Ecole Polytechnique Privée de Monastir,https://polytechmonastir.tn/,1557,27388,27337,5963,6683
Riccatti Business College,http://www.riccatti.ac.ke/,1558,27388,27337,5963,6683
Anna Medical College Mauritius,https://amcrc.org/,1559,27388,27337,5963,6683
ICT College Thika,https://ictfire.com/,1560,27388,27337,5963,6683
IPFORMED Institut Dakar,http://www.ipformed.org/,1561,27388,27337,5963,6683
(3) Université de Jendouba Institut Sylvo-Pastoral de Tabarka,http://www.isptabarka.agrinet.tn/,1562,27388,27337,5963,6683
Jaffery Institute of Professional Studies Mombasa,http://jips.ac.ke/,1563,27388,27337,5963,6683
City University Mogadishu,http://www.cu.edu.so/,1564,27388,27337,5963,6683
Université des Sciences Sociales et de Gestion de Bamako USSGB,http://ussgb.ml/,1565,27388,27337,5963,6683
Catholic University of South Sudan,https://www.cuofss.org/,1566,27388,27337,5963,6683
École Supérieure d'Architecture d'Intérieur ESAI,https://www.ecole-esai.com/,1567,27388,27337,5963,6683
Esep Le Berger Universite,https://www.esepleberger.edu.bj/,1568,27388,27337,5963,6683
Jazeera University Mogadishu,http://jazeerauniversity.com/,1569,27522,27474,5963,6683
Leaders University,https://www.leaders-university.net/,1570,27522,27474,5963,6683
Team University Kampala,http://teamuniversity.ac.ug/,1571,27522,27474,5963,6683
Université des Grands Lacs,https://www.ugl.bi/,1572,27522,27474,5963,6683
Universidade José Eduardo dos Santos,http://ujes.co.ao/,1573,27522,27474,5963,6683
Université Européenne de Tunis,https://universiteeuropeenne.tn/,1574,27522,27474,5963,6683
Alphax College Eldoret,https://www.alphax.ac.ke/,1575,27522,27474,5963,6683
Bethel University Zambia,http://www.betheluniversitymungu.org/,1576,27522,27474,5963,6683
(3) Université de Gabès Institut Supérieur des Etudes Juridiques de Gabès,http://www.isejg.rnu.tn/,1577,27522,27474,5963,6683
Institut Universitaire de l'Entreprise et du Developpement,http://www.iuedsenegal.org/,1578,27522,27474,5963,6683
Evangelical University,https://www.evangelicaluniversity.ac.zm/,1579,27522,27474,5963,6683
Umar Suleiman College of Education,http://www.uscoega.edu.ng/,1580,27522,27474,5963,6683
Oda Bultum University,https://obu.edu.et/,1581,27648,27602,5963,6683
Riverton University,https://www.rivertonmw.com/,1582,27648,27602,5963,6683
Tanzanian Training Centre for International Health,http://www.ttcih.ac.tz/,1583,27648,27602,5963,6683
(3) Université de Tunis Institut Supérieur de l'Animation Pour la Jeunesse et la Culture,http://www.isajc.rnu.tn/,1584,27648,27602,5963,6683
(3) Université de Monastir Institut Supérieur des Études Appliquées en Humanités de Mahdia,http://www.iseahm.rnu.tn/,1585,27648,27602,5963,6683
Institut Supérieur des Etudes Technologiques ISET Kebili,http://www.isetke.rnu.tn/,1586,27648,27602,5963,6683
(3) Université de Jendouba Institut Supérieur des Langues Appliquées et d'Informatique de Béja,http://www.islaib.rnu.tn/,1587,27648,27602,5963,6683
École Supérieure de Gestión et d'Administration des Entreprises Brazzaville ESGAE,http://esgae.org/,1588,27648,27602,5963,6683
"École Supérieure d'Ingénierie, d'Architecture et d'Urbanisme Mali",https://esiau-mali.com/,1589,27648,27602,5963,6683
Ecole supérieure d'informatique Salama,https://www.esisalama.com/,1590,27648,27602,5963,6683
Ecole Supérieure des Métiers des Energies Renouvelables ESMER,http://www.esmer-benin.org/,1591,27648,27602,5963,6683
Université Catholique du Graben,https://www.ucgraben.ac.cd/,1592,27775,30409,5963,5999
Kenya Institute of Development Studies Nairobi,http://www.kidstudies.ac.ke/,1593,27776,27729,5963,6683
Unviversité officielle de Ruwenzori,http://www.uor-rdc.net/,1594,27776,27729,5963,6683
Valley University of Science and Technology VUST,http://vust.ac.ug/,1595,27776,27729,5963,6683
Alsalam University,http://alsalam.edu.sd/,1596,27776,27729,5963,6683
Faculté de Management et des Sciences de l’Administration de Sousse FMSA,http://www.fmsa.ens.tn/,1597,27776,27729,5963,6683
Dominican Institute Samonda Ibadan,https://dominicaninstitute.org/,1598,27776,27729,5963,6683
Mansfield University Lusaka,https://mansfielduniversitylusaka.com/,1599,27776,27729,5963,6683
Nahda College,http://nahda.edu.sd/,1600,27776,27729,5963,6683
Spiritan University College,https://suc.edu.gh/,1601,27776,27729,5963,6683
Institut Supérieur de Gestion de Bizerte,http://www.isgbz.rnu.tn/,1602,27776,27729,5963,6683
Institut Supérieur de Management Adonaï Benin,http://www.ismadonai.net/,1603,27776,27729,5963,6683
College of Engineering Technology Janzour,http://www.cetj.edu.ly/,1604,27892,27846,5963,6683
(3) Université de Gafsa Institut Supérieur d’Arts et métiers de Gafsa,http://www.isamgf.rnu.tn/,1605,27896,27848,5963,6683
Institut Supérieur des Etudes Technologiques ISET Tataouine,http://www.isetta.rnu.tn/,1606,27896,27848,5963,6683
(3) Université de Monastir Institut Supérieur des Langues Appliquées aux Affaires et au Tourisme de Moknine,http://www.islaatm.rnu.tn/,1607,27896,27848,5963,6683
Prime Polytechnic,http://primepolytechnic.org/,1608,27896,27848,5963,6683
Université Eben Ezer de Minembwe,https://ueemi.org/,1609,27896,27848,5963,6683
(3) Benue State University Centre of Excellence for Food Technology and Research CEFTER,https://www.cefterbsu.edu.ng/,1610,27896,27848,5963,6683
Fidei Polytechnic Gboko,http://www.fideipoly.edu.ng/,1611,27896,27848,5963,6683
Admas University Ethiopia,https://www.admasuniversity.edu.et/,1612,27896,27848,5963,6683
Avance International University,http://aiu.ac.ug/,1613,27896,27848,5963,6683
École Supérieure de l'Information et de la Communication,http://samis-esic.mg/,1614,27896,27848,5963,6683
Trans-Africa Christian University,http://www.tacuzambia.org/,1615,27896,27848,5963,6683
Tom Mboya Labour College Kisumu,http://tommboyacollege.ac.ke/,1616,27896,27848,5963,6683
South Valley University Zambia,http://www.southvalleyuniversity.com/,1617,28021,27974,5963,6683
Glad Tidings Bible College,https://gladtidingsbc.org/,1618,28021,27974,5963,6683
University of Gitwe,http://uog.ac.rw/,1619,28021,27974,5963,6683
Vatel Hotel and Tourism Business School in Kigali,https://www.vatel.rw/,1620,28021,27974,5963,6683
Institut Facultaire des Sciences de l'Information et de la Communication,http://ifasic.cd/,1621,28021,27974,5963,6683
Injibara University,https://www.inu.edu.et/,1622,28021,27974,5963,6683
(3) Université de Gabès Institut Supérieur des Arts et Métiers de Gabès,http://www.isamgb.rnu.tn/,1623,28021,27974,5963,6683
Institut Supérieur des Etudes Technologiques ISET Gabès,http://www.isetgb.rnu.tn/,1624,28021,27974,5963,6683
(3) Université de Gabès Institut Supérieur des Sciences et Techniques des Eaux de Gabès,http://www.isstegb.rnu.tn/,1625,28021,27974,5963,6683
College of Agriculture Jalingo Taraba State,https://www.coajalingo.edu.ng/,1626,28021,27974,5963,6683
Université de Mbujimayi,https://um.ac.cd/,1627,28021,27974,5963,6683
"Instituto Universitário de Arte, Tecnologia e Cultura MINDELO Cabo Verde",http://meia.edu.cv/,1628,28021,27974,5963,6683
Ekiti State University Emmanuel Alayande College of Education Oyo,http://eksuoyo.edu.ng/,1629,28021,27974,5963,6683
Elrazi University Sudan,https://www.elrazi.edu.sd/,1630,28021,27974,5963,6683
Ethiopian Management Institute,https://www.emi.gov.et/,1631,28021,27974,5963,6683
Federal College of Education Yola,https://www.fceyola.edu.ng/,1632,28021,27974,5963,6683
Law & Business School Université Privée en Tunisie,http://lbs.tn/,1633,28021,27974,5963,6683
Faculté Privée des Sciences de la Santé en Tunisie UPSAT,https://upsat.tn/,1634,28182,28136,5963,6683
Rwanda Management Institute,https://www.rmi.rw/,1635,28182,28136,5963,6683
Sohdi University,http://sohdiuniversity.edu.so/,1636,28182,28136,5963,6683
Université Américaine de Kinshasa,https://www.french-american.edu/,1637,28182,28136,5963,6683
Institut Polytechnique de Dakar,http://ipd.sn/,1638,28182,28136,5963,6683
Institut Supérieur des Etudes Technologiques ISET Tozeur,http://www.isett.rnu.tn/,1639,28182,28136,5963,6683
(3) Université de Carthage Institut Supérieur des Langues Appliquées et d'Informatique de Nabeul,http://www.isln.rnu.tn/,1640,28182,28136,5963,6683
(3) Université de Carthage Institut Supérieur des Sciences et Technologies de l'Environnement de Borj Cédria,http://www.isste.rnu.tn/,1641,28182,28136,5963,6683
École Supérieure de Gestion et des Sciences de l'informatique EGICO,https://www.egicosup.ma/,1642,28182,28136,5963,6683
Ecole Supérieure de Génies ESGE Senegal,http://esgesenegal.org/,1643,28182,28136,5963,6683
Espace Universitaire Régional de l'Océan Indien,https://euroi.mg/,1644,28182,28136,5963,6683
Akrofi Christaller Institute of Theology Mission and Culture,https://www.aci.edu.gh/,1645,28182,28136,5963,6683
Ecole Superieure Sainte Felicite ESSF University,http://saintefelicite.com/,1646,28323,28279,5963,6683
Lagos City Polytechnic,https://lagoscitypolytechnic.edu.ng/,1647,28323,28279,5963,6683
(3) Université de Kairouan Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan,http://www.issatkr.rnu.tn/,1648,28323,28279,5963,6683
École de Management du Gabon,http://www.em-gabon.com/,1649,28323,28279,5963,6683
Ecole Supérieure de Comptabilité et de Finances de Constantine,https://escf-constantine.dz/,1650,28323,28279,5963,6683
Capital University of Somalia Mogadishu,http://www.capitaluniversity.net/,1651,28456,28418,5963,6683
Insurance Training College,https://itc.ac.ug/,1652,28458,28420,5963,6683
Institut Universitaire Panafricain,https://iup-universite.com/,1653,28458,28420,5963,6683
Université Nationale d'Agriculture,http://www.una.bj/,1654,28458,28420,5963,6683
Akwa Ibom State College of Science & Technology,https://www.akwatech.edu.ng/,1655,28458,28420,5963,6683
Oromia State University,https://osu.edu.et/,1656,28458,28420,5963,6683
Tower Polytechnic,http://www.towerpolytechnic.edu.ng/,1657,28458,28420,5963,6683
Twinpalm Leadership University,https://tplu.org/,1658,28458,28420,5963,6683
Myungsung Medical College,http://mmc-edu.net/,1659,28458,28420,5963,6683
New Generation University College,http://www.nguchc.com/,1660,28458,28420,5963,6683
EPI Sousse,https://www.episup.com/,1661,28458,28420,5963,6683
ESLSCA University Egypt,https://eslsca.edu.eg/,1662,28590,28552,5963,6683
Zambian Christian University,http://zambiancu.org/,1663,28590,28552,5963,6683
Federal TVET Institute FTVETI,https://www.ftveti.edu.et/,1664,28590,28552,5963,6683
Holy Trinity University,http://www.htu.edu.et/,1665,28590,28552,5963,6683
Interlink Polytechnic,http://www.interlinkpolytechnic.edu.ng/,1666,28590,28552,5963,6683
(1) Université Privée du Sud,http://www.uls.ens.tn/,1667,28590,28552,5963,6683
Université de Man,http://www.univ-man.edu.ci/,1668,28590,28552,5963,6683
Université El Amed,http://universite-amed.com/,1669,28590,28552,5963,6683
Kampala School of Health Sciences,https://kshs.ac.ug/,1670,28590,28552,5963,6683
Ambassador International University,https://www.aiuzambia.com/,1671,28590,28552,5963,6683
Artfield Institute of Design Kampala,http://artfieldinstitute.com/,1672,28590,28552,5963,6683
Malawi Adventist University Malamulo Campus,https://www.mchsmau.ac.mw/,1673,28590,28552,5963,6683
Nkhoma University,http://www.nkhoma.ac.mw/,1674,28590,28552,5963,6683
BLUE University,https://www.blueuniversity.net/,1675,28590,28552,5963,6683
Century Park College Machakos,https://www.centuryparkcollege.com/,1676,28590,28552,5963,6683
Federal Polytechnic Mubi,http://www.federalpolymubi.edu.ng/,1677,28736,28701,5963,6683
Knowledge Computer and Business Institut,http://www.knowledgecbi.net/,1678,28736,28701,5963,6683
Institution of National planning,https://www.inp.edu.eg/,1679,28736,28701,5963,6683
(3) Université de Jendouba Institut Supérieur de Biotechnologie de Béja,http://www.isbb.rnu.tn/,1680,28736,28701,5963,6683
Institut supérieur de techniques appliquées de Kinshasa,http://www.ista.ac.cd/,1681,28736,28701,5963,6683
The Islamic University of Asaied Mohamed Bin Ali Al Sanussi,https://ius.edu.ly/,1682,28736,28701,5963,6683
Alsharg Ahlia College,http://www.alshargahlia.edu.sd/,1683,28736,28701,5963,6683
Beder International University Hargeisa,https://bederinternationaluniversity.com/,1684,28736,28701,5963,6683
College of Computer Techniques Tripoli,http://www.cctt.edu.ly/,1685,28736,28701,5963,6683
Catering and Tourism Training Institute Addis Ababa,http://www.cttiedu.org/,1686,28736,28701,5963,6683
École Supérieure des Sciences Techniques et de Management SUPTEM,http://suptem.com/,1687,28736,28701,5963,6683
Perez University College (Pan African Christian University College),https://www.perez.edu.gh/,1688,28736,28701,5963,6683
Institut Africain de Commerce et de Marketing IACOM,https://www.iacom-formation.com/,1689,28856,28825,5963,6683
(3) Université de Gabès Institut Supérieur des Arts et Métiers de Tataouine,http://www.isamt.rnu.tn/,1690,28856,28825,5963,6683
Institut Supérieur des Etudes Technologiques ISET Sidi Bouzid,http://www.isetsbz.rnu.tn/,1691,28856,28825,5963,6683
École Supérieure Vinci d'Informatique et des Telecoms de Rabat/Maroc,http://www.vinci.ac.ma/,1692,28856,28825,5963,6683
Gezira College,http://www.geziracollege.edu.sd/,1693,28856,28825,5963,6683
École des Métiers de Commerce de Gestion et d'Informatique Privée,https://www.ecoledesmetierscasa.com/,1694,28856,28825,5963,6683
École Nationale d'Administration Burundi,http://www.ena.bi/,1695,28856,28825,5963,6683
École Normale d’Enseignement Technique et Professionnel ENETP,http://enetp.edu.ml/,1696,28856,28825,5963,6683
École Supérieure de Kinésithérapie ESK,https://www.esk.ma/,1697,28856,28825,5963,6683
Université de Kindu,https://www.univ-kindu.ac.cd/,1698,28856,28825,5963,6683
Addis Ababa University College of Commerce,https://www.aaucc.edu.et/,1699,28856,28825,5963,6683
Matrouh University,http://www.mau.edu.eg/,1700,28968,29469,5751,6683
Sunningdale University,https://sunningdaleuniversity.ac.zm/,1701,28970,28942,5963,6683
Salaama Vocational Education Center,http://www.svec.ac.ug/,1702,28970,28942,5963,6683
(3) Université de Tunis Institut Supérieur des Etudes Appliquées en Humanité de Tunis,http://www.iseaht.rnu.tn/,1703,28970,28942,5963,6683
(3) Université de Kairouan Institut Supérieur des Études Juridiques et Politiques de Kairouan,http://www.isejpk.rnu.tn/,1704,28970,28942,5963,6683
Instituto Superior Politécnico de Malanje,http://ispmalanje.ed.ao/,1705,28970,28942,5963,6683
Bujumbura International University,http://www.biu.bi/,1706,28970,28942,5963,6683
