Name,Web,Regional_ranking,World_ranking,Impact_score,Openness_score,Excellence_core
University of Tokyo,https://www.u-tokyo.ac.jp/,1,28,107,153,49
Kyoto University,https://www.kyoto-u.ac.jp/,2,65,162,97,117
Tel Aviv University,https://www.tau.ac.il/,3,74,165,56,148
Sun Yat Sen University (Zhongshan University),http://www.sysu.edu.cn/,4,131,520,286,70
Tsinghua University,https://www.tsinghua.edu.cn/,5,160,110,5963,3
Hebrew University of Jerusalem,https://new.huji.ac.il/,6,167,225,40,328
Tianjin University,http://www.tju.edu.cn/,7,171,680,361,73
Tohoku University,http://www.tohoku.ac.jp/,8,184,394,127,217
Central South University (Zhongnan University),http://www.csu.edu.cn/,9,190,729,489,69
Beihang University (Beijing University of Aeronautics and Astronautics),https://www.buaa.edu.cn/,10,200,638,487,97
Technion Israel Institute of Technology,http://www.technion.ac.il/,11,227,421,108,287
Peking University,https://www.pku.edu.cn/,12,234,126,5963,17
Kyushu University,https://www.kyushu-u.ac.jp/,13,240,433,292,268
National University of Singapore,http://www.nus.edu.sg/,14,242,101,5963,29
Weizmann Institute of Science,https://www.weizmann.ac.il/,15,246,401,95,369
Hokkaido University,https://www.hokudai.ac.jp/,16,257,398,236,354
Dalian University of Technology,https://www.dlut.edu.cn/,17,265,780,500,156
Beijing Institute of Technology,http://www.bit.edu.cn/,18,268,715,491,177
Tokyo Institute of Technology,https://www.titech.ac.jp/,19,282,510,221,341
Keio University,https://www.keio.ac.jp/,20,286,234,568,477
University of Tsukuba,http://www.tsukuba.ac.jp/,21,292,429,344,395
Shanghai Jiao Tong University,https://www.sjtu.edu.cn/,22,299,210,5963,22
Northwestern Polytechnical University,https://www.nwpu.edu.cn/,23,310,1008,535,167
University of Malaya,https://www.um.edu.my/,24,316,1022,331,206
Zhejiang University (National Che Kiang University),https://www.zju.edu.cn/,25,320,244,5963,25
East China Normal University,https://www.ecnu.edu.cn/,26,321,565,536,342
National Tsing Hua University Taiwan,https://www.nthu.edu.tw/,27,327,476,315,453
King Saud University,https://ksu.edu.sa/,28,333,1120,348,205
Ben Gurion University of the Negev,https://in.bgu.ac.il/,29,341,618,197,435
National Chiao Tung University,https://www.nctu.edu.tw/,30,345,369,353,583
King Abdulaziz University,https://www.kau.edu.sa/,31,346,1966,451,108
University of Tehran,https://ut.ac.ir/,32,350,1065,364,252
Lanzhou University,http://www.lzu.edu.cn/,33,351,644,698,354
King Abdullah University of Science & Technology,https://www.kaust.edu.sa/,34,356,1177,163,270
Pohang University of Science & Technology,http://www.postech.ac.kr/,35,362,696,268,431
Nanyang Technological University,https://www.ntu.edu.sg/,36,364,278,5963,45
Shenzhen University,https://www.szu.edu.cn/,37,365,1115,479,245
China University of Geosciences,http://www.cug.edu.cn/,38,365,1078,791,212
University of Hong Kong,https://www.hku.hk/,39,367,137,5963,114
Chinese University of Hong Kong,http://www.cuhk.edu.hk/,40,369,134,5963,120
Xidian University,https://www.xidian.edu.cn/,41,377,955,665,276
University of Science & Technology of China,https://www.ustc.edu.cn/,42,383,252,5963,57
Fudan University (Shanghai Medical University),https://www.fudan.edu.cn/,43,390,226,5963,74
University of Science & Technology Beijing,https://www.ustb.edu.cn/,44,393,1015,772,269
Kobe University,https://www.kobe-u.ac.jp/,45,405,608,459,537
Wuhan University of Technology,http://www.whut.edu.cn/,46,415,1057,724,307
Middle East Technical University,https://www.metu.edu.tr/,47,418,495,401,628
Nanjing University of Aeronautics & Astronautics,http://www.nuaa.edu.cn/,48,418,1020,726,318
Hiroshima University,https://www.hiroshima-u.ac.jp/,49,426,568,422,592
Northeastern University China,http://www.neu.edu.cn/,50,430,1017,964,298
Jinan University,https://www.jnu.edu.cn/,51,433,902,690,380
(1) Seoul National University,https://www.snu.ac.kr/,52,435,284,5963,83
Waseda University,https://www.waseda.jp/,53,441,601,464,582
National Taiwan University,https://www.ntu.edu.tw/,54,442,135,5963,191
Tehran University of Medical Sciences,https://www.tums.ac.ir:443/,55,452,1364,244,362
Nanjing University of Science & Technology,http://www.njust.edu.cn/,56,454,1373,564,292
Indian Institute of Technology Bombay,http://www.iitb.ac.in/,57,458,736,317,571
Hong Kong Baptist University,https://www.hkbu.edu.hk/,58,460,555,510,623
City University of Hong Kong,https://www.cityu.edu.hk/,59,463,178,5963,159
China University of Mining & Technology,http://www.cumt.edu.cn/,60,465,1179,1252,261
Huazhong University of Science & Technology,https://www.hust.edu.cn:443/,61,469,506,5963,46
Nanjing University,https://www.nju.edu.cn:443/,62,470,367,5963,72
Wuhan University,https://www.whu.edu.cn/,63,472,322,5963,91
Universiti Teknologi Malaysia,https://www.utm.my/,64,474,1343,324,379
Chulalongkorn University,https://www.chula.ac.th/,65,476,704,503,581
Beijing University of Chemical Technology,https://www.buct.edu.cn/,66,478,1089,848,358
(1) Kyungpook (Kyungbook) National University,http://www.knu.ac.kr/,67,478,1129,274,454
Renmin University of China,https://www.ruc.edu.cn/,68,482,370,1088,712
Bar Ilan University,http://www1.biu.ac.il/,69,486,844,227,602
Pusan National University (Miryang),http://www.pusan.ac.kr/,70,489,848,486,550
Beijing University of Posts and Telecommunications,https://www.bupt.edu.cn/,71,490,1162,710,385
National Yang Ming University,https://web.ym.edu.tw/,72,499,460,916,692
Jiangsu University,https://www.ujs.edu.cn/,73,505,1567,984,260
Hefei University of Technology,http://www.hfut.edu.cn/,74,507,1000,940,417
Universiti Putra Malaysia,https://www.upm.edu.my/,75,509,1112,260,524
Indian Institute of Technology IIT Madras,https://www.iitm.ac.in:443/,76,509,922,392,564
Universiti Sains Malaysia,https://www.usm.my/,77,520,998,322,578
Harbin Institute of Technology,http://www.hit.edu.cn/,78,522,582,5963,60
Indian Institute of Science Bangalore,https://www.iisc.ac.in/,79,524,1381,296,483
Xi'An Jiaotong University,http://www.xjtu.edu.cn/,80,531,537,5963,82
Mahidol University,https://mahidol.ac.th/,81,531,769,662,634
Shandong University,https://www.sdu.edu.cn/,82,535,426,5963,115
Southwest University,http://swu.edu.cn/,83,540,1365,932,393
Zhejiang University of Technology,http://www.zjut.edu.cn/,84,547,1027,1126,482
Hong Kong Polytechnic University,https://www.polyu.edu.hk/,85,552,436,5963,131
(3) Peking University Health Science Center (Beijing Medical University),http://www.bjmu.edu.cn/,86,553,1297,1661,344
Istanbul Technical University,https://www.itu.edu.tr/,87,555,950,470,637
Hacettepe University,https://www.hacettepe.edu.tr/,88,557,972,381,654
Indian Institute of Technology Delhi,https://home.iitd.ac.in/,89,561,1355,365,542
Boğaziçi University,http://www.boun.edu.tr/,90,568,884,602,649
Tongji University,https://www.tongji.edu.cn/,91,569,542,5963,106
China University of Petroleum,http://www.upc.edu.cn/,92,574,1555,1163,363
Indian Institute of Technology IIT Kharagpur,http://www.iitkgp.ac.in/,93,575,1422,547,494
Shahid Beheshti University of Medical Sciences,http://www.sbmu.ac.ir/,94,583,1193,396,596
Indian Institute of Technology IIT Kanpur,http://www.iitk.ac.in/,95,585,878,402,739
Fuzhou University,https://www.fzu.edu.cn/,96,586,1292,918,467
Chung Ang University,https://www.cau.ac.kr/,97,588,1046,611,610
University of Macau,https://www.um.edu.mo/,98,590,1256,1259,445
Osaka University,https://www.osaka-u.ac.jp/,99,591,349,5963,196
Nanjing Normal University,http://www.njnu.edu.cn/,100,592,942,1510,535
South China Normal University,https://www.scnu.edu.cn/,101,594,872,961,632
Amirkabir University of Technology,https://aut.ac.ir:443/,102,596,1787,496,449
Nanchang University,http://www.ncu.edu.cn/,103,599,1073,1645,475
Sichuan University,http://www.scu.edu.cn/,104,603,651,5963,99
(1) Northwest A & F University / 西北农林科技大学,http://www.nwsuaf.edu.cn/,105,605,1274,1896,404
Ocean University of China,http://www.ouc.edu.cn/,106,614,1173,1032,550
National University of Defense Technology (National Defense University),https://www.nudt.edu.cn/,107,615,1717,977,411
North China Electric Power University,https://www.ncepu.edu.cn/,108,617,1655,1482,366
Okayama University,http://www.okayama-u.ac.jp/,109,622,1219,577,614
Jiangnan University (Southern Yangtze University),https://www.jiangnan.edu.cn/,110,623,1513,1304,422
South China Agricultural University,https://www.scau.edu.cn/,111,628,891,1443,616
Southeast University,https://www.seu.edu.cn/,112,630,711,5963,107
Donghua University,https://www.dhu.edu.cn/,113,633,1261,1258,517
South China University of Technology,https://www.scut.edu.cn/,114,639,765,5963,96
Central China Normal University,http://www.ccnu.edu.cn/,115,643,875,1792,603
Nanjing University of Information Science & Technology (ex-Institute of Meteorology),https://www.nuist.edu.cn/,116,645,1774,982,438
Beijing Normal University,https://www.bnu.edu.cn/,117,646,525,5963,170
(1) University of Chinese Academy of Sciences,https://www.ucas.ac.cn/,118,650,2340,5963,5
National Sun Yat Sen University,https://www.nsysu.edu.tw/,119,651,682,792,906
Universitas Indonesia,https://www.ui.ac.id/,120,657,396,636,1253
Xiamen University,https://www.xmu.edu.cn/,121,657,430,5963,222
Jilin University,https://www.jlu.edu.cn/,122,660,701,5963,137
Sharif University of Technology Tehran,http://www.sharif.ir/,123,661,1171,1875,518
Nankai University,https://www.nankai.edu.cn/,124,663,661,5963,147
Korea Advanced Institute of Science & Technology KAIST,https://www.kaist.ac.kr/,125,671,440,5963,233
Nagoya University,http://www.nagoya-u.ac.jp/,126,672,404,5963,249
Guangdong University of Technology,https://www.gdut.edu.cn/,127,674,1695,1124,496
Shaanxi Normal University,http://www.snnu.edu.cn/,128,677,1042,1228,666
University of Delhi,http://www.du.ac.in/,129,678,1508,540,641
American University of Beirut,https://www.aub.edu.lb/,130,682,1184,372,806
Nanjing Medical University,http://www.njmu.edu.cn/,131,683,1659,1630,446
Harbin Engineering University,http://www.hrbeu.edu.cn/,132,686,1387,1709,512
Chiang Mai University,https://www.cmu.ac.th/,133,700,681,1063,970
Istanbul University,https://www.istanbul.edu.tr/,134,705,1482,460,730
Ankara University,https://www.ankara.edu.tr/,135,708,1355,545,764
King Fahd University of Petroleum & Minerals,http://www.kfupm.edu.sa/,136,712,2264,488,560
Bilkent University,https://w3.bilkent.edu.tr/,137,717,757,560,1081
Tata Institute of Fundamental Research,https://www.tifr.res.in/,138,717,1408,644,724
Ewha Womens University,http://www.ewha.ac.kr/,139,720,1279,768,754
University of Ulsan,http://www.ulsan.ac.kr/,140,734,2215,1123,492
(1) Korea University,http://www.korea.ac.kr/,141,735,745,5963,188
Chongqing University,http://www.cqu.edu.cn/,142,735,788,5963,174
University of Electronic Science & Technology of China,https://www.uestc.edu.cn/,143,739,886,5963,154
Yangzhou University,http://www.yzu.edu.cn/,144,742,1465,1861,561
Qingdao University,https://www.qdu.edu.cn/,145,745,1511,1719,566
Nanjing University of Posts & Telecommunications,http://www.njupt.edu.cn/,146,746,1938,1296,532
Northeast Normal University,http://www.nenu.edu.cn/,147,747,934,1986,745
(1) Yonsei University,https://www.yonsei.ac.kr/,148,750,776,5963,187
Universiti Kebangsaan Malaysia,https://www.ukm.my/,149,752,1685,1737,540
Ulsan National Institute of Science & Technology UNIST,https://www.unist.ac.kr/,150,756,2829,419,543
China University of Petroleum Beijing,http://web.cup.edu.cn/,151,758,1904,1516,523
Nanjing Tech University,http://www.njtech.edu.cn/,152,771,3296,895,410
Qatar University,http://www.qu.edu.qa/,153,776,2884,449,562
Singapore Management University,http://www.smu.edu.sg/,154,777,943,590,1074
Tarbiat Modares University,https://www.modares.ac.ir/,155,778,3266,435,508
Soochow University,http://www.suda.edu.cn/,156,781,993,5963,164
Taiyuan University of Technology,http://www2017.tyut.edu.cn/,157,789,1531,1446,670
(1) Sungkyunkwan University,https://www.skku.edu/,158,789,863,5963,210
Ningbo University,https://www.nbu.edu.cn/,159,791,1682,1350,653
Konkuk University,http://www.konkuk.ac.kr/,160,791,2239,806,611
Hangzhou Dianzi University,http://www.hdu.edu.cn/,161,793,1548,1388,680
Khon Kaen University,https://www.kku.ac.th/,162,796,669,1224,1165
China Agricultural University,https://www.cau.edu.cn:443/,163,798,552,5963,338
Khalifa University,https://www.ku.ac.ae/,164,803,3437,495,521
Kasetsart University,https://www.ku.ac.th/,165,805,581,1076,1339
National Chung Hsing University,https://www.nchu.edu.tw/,166,807,1196,753,967
Shinshu University,https://www.shinshu-u.ac.jp/,167,808,1650,913,774
Hunan University,https://www.hnu.edu.cn/,168,809,1330,5963,136
Singapore University of Technology and Design,https://www.sutd.edu.sg/,169,812,1857,872,736
Ritsumeikan University,http://www.ritsumei.ac.jp/,170,813,667,1031,1294
Universitas Gadjah Mada,https://ugm.ac.id/,171,813,578,640,1507
Chang'an University,http://www.chd.edu.cn/,172,816,1034,2032,837
Guangzhou University,http://www.gzhu.edu.cn/,173,823,1629,1545,691
Anhui University,https://ahu.edu.cn/,174,824,1448,1918,699
VIT University Vellore,https://vit.ac.in/,175,828,3429,609,539
Indian Institute of Technology IIT Roorkee,https://www.iitr.ac.in/,176,831,3209,501,586
Guangxi University,https://www.gxu.edu.cn/,177,832,1346,2181,716
Henan University,http://www.henu.edu.cn/,178,832,1309,1783,788
Kanazawa University,https://www.kanazawa-u.ac.jp/,179,834,1442,955,870
Shanxi University,https://www.sxu.edu.cn/,180,835,1557,1898,679
Koç University,https://www.ku.edu.tr/,181,838,1393,480,1018
Tokyo University of Science,https://www.tus.ac.jp/,182,842,1252,953,973
Hanyang University,https://www.hanyang.ac.kr/,183,845,835,5963,275
Beijing Forestry University,http://www.bjfu.edu.cn/,184,847,1220,1710,857
University of Jinan,https://www.ujn.edu.cn/,185,851,1830,2182,617
Sejong University,http://www.sejong.ac.kr/,186,857,3224,733,578
Kumamoto University,https://www.kumamoto-u.ac.jp/,187,860,1528,965,899
National Cheng Kung University,https://web.ncku.edu.tw/,188,867,428,5963,510
Iran University of Science & Technology Tehran,http://www.iust.ac.ir/,189,872,3499,593,588
Shiraz University,https://shirazu.ac.ir/,190,878,2577,650,747
Taipei Medical University,http://www.tmu.edu.tw/,191,882,2064,995,783
Kangwon National University (Samcheok National University),https://www.kangwon.ac.kr/,192,883,1855,865,864
Nihon University,http://www.nihon-u.ac.jp/,193,883,1151,1024,1099
China Pharmaceutical University,http://www.cpu.edu.cn/,194,885,1823,2063,675
Ajou University,https://www.ajou.ac.kr/,195,887,2495,576,790
Ferdowsi University of Mashhad,https://www.um.ac.ir/,196,887,2772,598,725
Hunan Normal University,http://www.hunnu.edu.cn/,197,887,1135,2048,927
University of Jordan,http://ju.edu.jo/,198,890,1516,587,1055
Zhengzhou University,http://www.zzu.edu.cn/,199,892,977,5963,271
Isfahan University of Technology,https://www.iut.ac.ir/,200,895,3853,538,585
Shandong Normal University,http://www.sdnu.edu.cn/,201,896,1464,2669,719
University of Shanghai for Science & Technology,https://www.usst.edu.cn/,202,897,1735,1940,749
Yanshan University,http://www.ysu.edu.cn/,203,904,1810,2101,710
Shanghai University,https://www.shu.edu.cn/,204,906,847,5963,345
China Medical University Taiwan,https://www.cmu.edu.tw/,205,906,2967,1323,600
Universiti Teknologi MARA,https://www.uitm.edu.my/,206,908,1825,583,996
Anna University,https://www.annauniv.edu/,207,913,2789,748,742
Shandong University of Science & Technology,http://www.sdust.edu.cn/,208,915,2280,3810,437
Indian Institute of Technology IIT Guwahati,https://www.iitg.ac.in/,209,917,2715,903,733
Kindai University (Kinki University),https://www.kindai.ac.jp/,210,922,1800,667,1020
Mashhad University of Medical Sciences,https://www.mums.ac.ir/,211,924,3274,626,708
COMSATS Institute of Information Technology Islamabad,https://www.comsats.edu.pk/,212,927,5420,983,374
Nanjing Forestry University,https://www.njfu.edu.cn/,213,936,1906,1544,837
Capital Medical University,http://www.ccmu.edu.cn/,214,940,2981,3163,448
Chonnam National University (Yosu),http://www.jnu.ac.kr/,215,942,4204,754,573
Tokyo Metropolitan University,https://www.tmu.ac.jp/,216,943,2359,890,855
Nagasaki University,http://www.nagasaki-u.ac.jp/,217,944,1537,1158,1037
Yunnan University,http://www.ynu.edu.cn/,218,944,1063,2146,1087
Chang Gung University,https://www.cgu.edu.tw/,219,944,3252,954,666
University of the Punjab,http://www.pu.edu.pk/,220,948,1678,980,1024
Education University of Hong Kong (Hong Kong Institute of Education),https://www.eduhk.hk/,221,950,1485,1020,1098
National Taipei University of Technology,https://www.ntut.edu.tw/,222,953,1848,1321,917
The Fourth Military Medical University,https://www.fmmu.edu.cn:443/,223,953,1338,3726,725
Zhejiang Normal University,http://www.zjnu.edu.cn/,224,955,1619,2772,777
Beijing (Northern) Jiaotong University,https://www.bjtu.edu.cn/,225,956,909,5963,388
Tokyo Medical and Dental University,http://www.tmd.ac.jp/,226,956,2343,1025,847
Sogang University,http://www.sogang.ac.kr/,227,958,1314,864,1228
Tabriz University of Medical Sciences,https://www.tbzmed.ac.ir/,228,964,3798,575,683
Huaqiao University,https://www.hqu.edu.cn/,229,965,1543,2091,912
Niigata University,https://www.niigata-u.ac.jp/,230,965,1736,1022,1027
Tamkang University,http://www.tku.edu.tw/,231,970,639,1560,1618
South University of Science and Technology of China,https://www.sustech.edu.cn/,232,971,5097,553,531
Xiangtan University,https://www.xtu.edu.cn/,233,975,1804,2086,835
Gazi University,http://gazi.edu.tr/,234,975,2325,552,993
Ege University,https://ege.edu.tr/,235,978,1949,574,1101
Qingdao University of Science & Technology,https://wy.qust.edu.cn/,236,981,2238,2242,719
Jordan University of Science & Technology,https://www.just.edu.jo/,237,984,2066,648,1039
Yeungnam University,http://www.yu.ac.kr/,238,993,3315,1538,626
Vietnam National University Hanoi,http://www.vnu.edu.vn/,239,1003,1650,1120,1101
East China University of Science & Technology,https://www.ecust.edu.cn/,240,1005,1113,5963,359
Gwangju Institute of Science & Technology,https://www.gist.ac.kr/,241,1013,2938,559,917
Dokuz Eylül University,https://www.deu.edu.tr/,242,1020,1926,588,1182
United Arab Emirates University,https://www.uaeu.ac.ae/,243,1025,2634,528,1009
The Hong Kong University of Science and Technology,https://www.hkust.edu.hk/,244,1028,1952,5963,213
Banaras Hindu University,https://www.bhu.ac.in/,245,1029,3242,507,899
Marmara University,https://www.marmara.edu.tr/,246,1030,2660,597,989
Atatürk University,https://www.atauni.edu.tr/,247,1032,2296,607,1087
Chongqing University of Posts & Telecommunications,http://www.cqupt.edu.cn/,248,1035,1732,1906,985
National Chengchi University,https://www.nccu.edu.tw/,249,1036,596,1422,1869
Shahid Beheshti University,https://www.sbu.ac.ir/,250,1042,3437,707,835
Capital Normal University,https://www.cnu.edu.cn/,251,1042,1475,2664,977
Fujian Normal University,http://www.fjnu.edu.cn/,252,1045,1776,2131,964
Southwest Jiaotong University,https://www.swjtu.edu.cn/,253,1051,1144,5963,408
Amity University,https://www.amity.edu/,254,1053,2768,453,1067
Osaka City University,https://www.osaka-cu.ac.jp/,255,1055,1757,1257,1141
Manipal University,https://manipal.edu/,256,1058,2423,694,1083
All India Institute of Medical Sciences AIIMS,https://www.aiims.edu/,257,1059,2734,919,944
Quaid-i-Azam University Islamabad,http://qau.edu.pk/,258,1062,6325,770,459
Dongguk University,http://www.dongguk.edu/,259,1062,3598,935,791
International Islamic University of Malaysia,https://www.iium.edu.my/,260,1066,2516,706,1056
Dalian Maritime University,https://www.dlmu.edu.cn/,261,1069,1728,2471,962
ShanghaiTech University,https://www.shanghaitech.edu.cn/,262,1072,3646,1101,771
University of Tabriz,https://tabrizu.ac.ir/,263,1073,5108,686,611
Jawaharlal Nehru University,http://www.jnu.ac.in/,264,1079,2107,657,1223
Hebei University of Technology,https://www.hebut.edu.cn/,265,1079,1741,2419,978
Nanjing Agricultural University,http://www.njau.edu.cn/,266,1081,1098,5963,442
Nara Institute of Science & Technology,http://www.naist.jp/,267,1086,1861,900,1236
Sichuan Agricultural University,https://www.sicau.edu.cn/,268,1086,1584,2987,952
Wuhan University of Science & Technology,http://www.wust.edu.cn/,269,1088,2080,2437,889
IPB University,https://www.ipb.ac.id/,270,1089,679,700,2181
Institut Teknologi Sepuluh Nopember,https://www.its.ac.id/,271,1091,930,1067,1746
Tokyo University of Agriculture and Technology,https://www.tuat.ac.jp/,272,1094,1991,833,1229
Yokohama City University,https://www.yokohama-cu.ac.jp/,273,1094,2233,1962,928
Prince of Songkla University,https://www.psu.ac.th/,274,1103,1311,1358,1418
Harbin Medical University,http://www.hrbmu.edu.cn/,275,1108,2020,3824,722
Yamagata University,https://www.yamagata-u.ac.jp/,276,1109,1327,1513,1382
Southwest Petroleum University,https://www.swpu.edu.cn/,277,1111,2601,2477,793
Yildiz Technical University,https://www.yildiz.edu.tr/,278,1113,2871,685,1039
Sabanci University,https://www.sabanciuniv.edu/,279,1118,1450,731,1534
Wenzhou Medical University,http://www.wmu.edu.cn/,280,1122,2691,3464,648
Kunming University of Science & Technology (Yunnan Polytechnic University),http://www.kmust.edu.cn/,281,1125,2015,3838,751
Shiraz University of Medical Sciences,https://www.sums.ac.ir/,282,1128,3607,572,960
Sultan Qaboos University,https://www.squ.edu.om/,283,1128,2791,521,1139
Iran University of Medical Sciences,https://iums.ac.ir/,284,1131,4465,595,799
National Chung Cheng University,https://www.ccu.edu.tw/,285,1131,1093,1098,1686
Shantou (Swatow) University,https://www.stu.edu.cn/,286,1133,1683,2613,1035
University of Haifa,https://www.haifa.ac.il/,287,1136,630,5963,711
University of Electro-Communications,https://www.uec.ac.jp/,288,1139,1434,1087,1476
Hohai University,http://www.hhu.edu.cn/,289,1140,1178,5963,466
Kyung Hee University,https://www.khu.ac.kr/,290,1142,1588,5963,367
National Central University,https://www.ncu.edu.tw/,291,1144,695,5963,673
Fujian Agriculture & Forestry University,https://www.fafu.edu.cn/,292,1151,2879,2298,817
Fu Jen Catholic University,http://www.fju.edu.tw/,293,1153,961,2328,1555
Huazhong (Central China) Agriculture University,http://www.hzau.edu.cn/,294,1155,1213,5963,489
Gifu University,https://www.gifu-u.ac.jp/,295,1157,1989,1133,1284
Aga Khan University,https://www.aku.edu/,296,1159,2162,874,1284
National Taiwan Normal University,https://www.ntnu.edu.tw/,297,1161,291,5963,1104
Ehime University,https://www.ehime-u.ac.jp/,298,1163,1862,1222,1324
Hangzhou Normal University,https://www.hznu.edu.cn/,299,1165,2318,2403,949
Kagoshima University,http://www.kagoshima-u.ac.jp/,300,1166,1869,1596,1221
The Second Military Medical University,http://www.smmu.edu.cn/,301,1167,3023,3609,639
Shizuoka University,https://www.shizuoka.ac.jp/,302,1168,2116,1018,1288
Nantong University,https://www.ntu.edu.cn/,303,1168,2354,2862,885
Chonbuk National University,https://www.cbnu.ac.kr/,304,1172,4766,2209,569
Southwestern University of Finance & Economics,http://www.swufe.edu.cn/,305,1174,1337,2249,1368
Juntendo University,https://www.juntendo.ac.jp/,306,1175,3052,1099,1018
University of Tokushima,https://www.tokushima-u.ac.jp/,307,1176,2108,1204,1258
Xi'An University of Technology,http://www.xaut.edu.cn/,308,1176,2179,2947,925
Aligarh Muslim University,https://www.amu.ac.in/,309,1180,4056,813,905
Yokohama National University,https://www.ynu.ac.jp/,310,1185,1816,781,1516
Thammasat University,https://tu.ac.th/,311,1194,1226,1396,1680
Gunma University,https://www.gunma-u.ac.jp/,312,1196,1768,1263,1440
Chongqing Medical University,https://www.cqmu.edu.cn/,313,1201,2644,3388,792
Osaka Prefecture University,http://www.osakafu-u.ac.jp/,314,1203,2207,885,1379
Nazarbayev University,https://nu.edu.kz/,315,1207,2478,836,1307
University of Toyama,http://www.u-toyama.ac.jp/,316,1210,2133,1354,1288
Mie University,http://www.mie-u.ac.jp/,317,1214,1648,1385,1476
Islamic Azad University Tehran Science & Research Branch,http://srbiau.ac.ir/,318,1216,5785,1061,634
University of Seoul,https://www.uos.ac.kr/,319,1217,3315,1332,989
Universitas Brawijaya,https://ub.ac.id/,320,1221,771,828,2365
(1) Southern Medical University (First Military Medical University),http://www.smu.edu.cn/,321,1230,4595,1602,731
Southwest University of Science & Technology,https://www.swust.edu.cn/,322,1234,1890,3448,1006
Macau University of Science & Technology,https://www.must.edu.mo/,323,1237,2627,2125,1015
Isfahan University of Medical Sciences,http://mui.ac.ir/,324,1241,4134,586,1032
Feng Chia University,http://www.fcu.edu.tw/,325,1241,1947,1836,1303
Beijing University of Technology (Beijing Polytechnic University),https://www.bjut.edu.cn/,326,1244,1612,5963,462
National Institute of Technology Rourkela,https://nitrkl.ac.in/,327,1245,4606,755,906
(3) University of the Philippines,https://www.up.edu.ph/,328,1246,2922,784,1258
Universiti Malaysia Pahang,http://www.ump.edu.my/,329,1246,4162,829,970
Asia University Taiwan,https://www.asia.edu.tw/,330,1249,2339,1893,1153
Amrita University,https://www.amrita.edu/,331,1250,2670,1048,1258
Changzhou University,https://www.cczu.edu.cn/,332,1253,2228,3376,955
Tokai University,https://www.u-tokai.ac.jp/,333,1260,1612,3127,1214
Catholic University of Korea,https://www.catholic.ac.kr/,334,1260,5683,846,756
Shanghai Maritime University,https://www.shmtu.edu.cn/,335,1263,2040,3081,1085
Hubei University,http://www.hubu.edu.cn/,336,1265,1763,2313,1337
National Taiwan Ocean University,https://www.ntou.edu.tw/,337,1267,1415,1501,1689
Japan Advanced Institute of Science & Technology,http://www.jaist.ac.jp/,338,1270,1107,1348,1947
Kongju National University,http://www.kongju.ac.kr/,339,1275,1008,1699,1934
Guizhou University (Institute of Technology),http://www.gzu.edu.cn/,340,1279,1504,3602,1178
Inje University,http://www.inje.ac.kr/,341,1279,3042,1981,1015
Chung Yuan Christian University,https://www1.cycu.edu.tw/,342,1282,1897,1570,1456
Yuan Ze University,https://www.yzu.edu.tw/,343,1289,1705,1659,1528
Universiti Teknikal Malaysia Melaka,https://www.utem.edu.my/,344,1292,2132,976,1555
Okinawa Institute of Science & Technology Graduate University,https://www.oist.jp/,345,1298,2377,871,1503
Uludağ University,http://www.uludag.edu.tr/,346,1300,2742,715,1455
Istanbul Bilgi University,https://www.bilgi.edu.tr/,347,1301,2596,2068,1146
(1) Shanghai University of Finance & Economics,http://www.shufe.edu.cn/,348,1304,1251,2864,1562
Ton Duc Thang University,https://www.tdtu.edu.vn/,349,1308,6724,1612,576
University of Nottingham Ningbo China,https://www.nottingham.edu.cn/,350,1308,2791,1121,1339
King Mongkut's University of Technology Thonburi,https://www.kmutt.ac.th/,351,1312,1827,1365,1631
University of the Philippines Diliman,https://upd.edu.ph/,352,1316,967,1469,2193
Shandong Agricultural University,http://www.sdau.edu.cn/,353,1317,2411,3173,1061
Northwest University,https://www.nwu.edu.cn/,354,1318,1370,5963,618
Xi'An Jiaotong-Liverpool University,https://www.xjtlu.edu.cn/,355,1319,3368,1011,1240
Indian Statistical Institute Kolkata,https://www.isical.ac.in/,356,1320,2903,990,1385
Universitas Airlangga,https://www.unair.ac.id/,357,1323,1100,974,2254
Kyushu Institute of Technology,https://www.kyutech.ac.jp/,358,1324,1970,1527,1564
Thapar University (Thapar Institute of Engineering & Technology),http://www.thapar.edu/,359,1325,5015,878,939
Jamia Millia Islamia,https://www.jmi.ac.in/,360,1328,4402,704,1107
Northeast Forestry University,https://www.nefu.edu.cn/,361,1328,1479,4722,1047
Shahid Bahonar University of Kerman,https://uk.ac.ir/,362,1328,3348,1068,1244
Erciyes University,https://www.erciyes.edu.tr/,363,1334,3686,618,1321
Ming Chuan University,https://web.mcu.edu.tw/,364,1336,351,3360,2601
Khaje Nassir Toosi University of Technology,https://www.kntu.ac.ir/,365,1338,5081,798,965
Tunghai University,https://www.thu.edu.tw/,366,1340,1090,1142,2245
Gyeongsang National University,http://www.gnu.ac.kr/,367,1342,4880,1035,955
Chiba University,https://www.chiba-u.ac.jp/,368,1344,1420,5963,624
China Medical University,https://www.cmu.edu.cn/,369,1344,1562,5543,786
Gaziantep University,https://www.gantep.edu.tr/,370,1347,4390,1038,1049
Chengdu University of Technology,http://www.cdut.edu.cn/,371,1350,1728,3562,1250
Wenzhou University,http://www.wzu.edu.cn/,372,1351,1723,4160,1121
SRM Institute of Science and Technology,https://www.srmist.edu.in/,373,1354,4314,1234,1030
